origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index,sample_id
Beijing,Shenzhen,2025-11-18,BXP,Beijing West,IZQ,Guangzhou South,2025-11-18 10:00:00,2025-11-18 17:19:00,439,G79,High-Speed Rail,Second Class Seat,Sufficient,1115,1,583,107
Beijing,Shenzhen,2025-11-18,IZQ,Guangzhou South,NZQ,Futian,2025-11-18 17:47:00,2025-11-18 18:35:00,48,G6585,High-Speed Rail,Second Class Seat,Sufficient,1115,2,583,107
Beijing,Shenzhen,2025-11-18,BXP,Beijing West,IOQ,Shenzhen North,2025-11-18 14:00:00,2025-11-18 22:24:00,504,G81,High-Speed Rail,Second Class Seat,Sufficient,1107.5,1,584,107
Beijing,Shenzhen,2025-11-18,BXP,Beijing West,IUQ,Humen Station,2025-11-18 14:00:00,2025-11-18 22:05:00,485,G81,High-Speed Rail,Second Class Seat,Sufficient,1112.5,1,586,107
Beijing,Shenzhen,2025-11-18,IUQ,Humen Station,NZQ,Futian,2025-11-18 22:26:00,2025-11-18 22:56:00,30,G6263,High-Speed Rail,Second Class Seat,Sufficient,1112.5,2,586,107
Beijing,Shenzhen,2025-11-18,BXP,Beijing West,IZQ,Guangzhou South,2025-11-18 14:00:00,2025-11-18 21:44:00,464,G81,High-Speed Rail,Second Class Seat,Sufficient,1115,1,587,107
Beijing,Shenzhen,2025-11-18,IZQ,Guangzhou South,NZQ,Futian,2025-11-18 22:03:00,2025-11-18 22:56:00,53,G6263,High-Speed Rail,Second Class Seat,Sufficient,1115,2,587,107
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 03:49:00,2026-04-19 05:10:00,1521,Z181,Regular Express,No Seat,Sufficient,254.5,1,40,3104
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 03:49:00,2026-04-19 05:10:00,1521,Z181,Regular Express,Hard Sleeper,0,434.5,1,40,3106
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 03:49:00,2026-04-19 05:10:00,1521,Z181,Regular Express,Hard Seat,0,254.5,1,40,3107
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 03:49:00,2026-04-19 05:10:00,1521,Z181,Regular Express,Soft Sleeper,0,687.5,1,40,3105
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 07:26:00,2026-04-18 18:41:00,675,G1025,High-Speed Rail,First Class Seat,Sufficient,1620.5,1,41,3111
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 07:26:00,2026-04-18 18:41:00,675,G1025,High-Speed Rail,Second Class Seat,Sufficient,1024.5,1,41,3113
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 07:26:00,2026-04-18 18:41:00,675,G1025,High-Speed Rail,Business Class Seat,16,3189.5,1,41,3109
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 07:26:00,2026-04-18 18:41:00,675,G1025,High-Speed Rail,No Seat,Sufficient,1024.5,1,41,3115
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,NZQ,Futian,2026-04-18 07:26:00,2026-04-18 18:57:00,691,G1025,High-Speed Rail,First Class Seat,Sufficient,1629,1,42,3112
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,NZQ,Futian,2026-04-18 07:26:00,2026-04-18 18:57:00,691,G1025,High-Speed Rail,Second Class Seat,Sufficient,1032,1,42,3114
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,NZQ,Futian,2026-04-18 07:26:00,2026-04-18 18:57:00,691,G1025,High-Speed Rail,Business Class Seat,16,3205,1,42,3110
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,NZQ,Futian,2026-04-18 07:26:00,2026-04-18 18:57:00,691,G1025,High-Speed Rail,No Seat,Sufficient,1032,1,42,3116
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 10:00:00,2026-04-18 17:50:00,470,G303,High-Speed Rail,First Class Seat,0,1587.5,1,43,3124
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 10:00:00,2026-04-18 17:50:00,470,G303,High-Speed Rail,Second Class Seat,0,1107.5,1,43,3125
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 10:00:00,2026-04-18 17:50:00,470,G303,High-Speed Rail,Business Class Seat,0,3093.5,1,43,3123
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 10:00:00,2026-04-18 17:50:00,470,G303,High-Speed Rail,No Seat,Sufficient,1107.5,1,43,3126
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 14:00:00,2026-04-18 22:24:00,504,G305,High-Speed Rail,First Class Seat,0,1587.5,1,44,3129
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 14:00:00,2026-04-18 22:24:00,504,G305,High-Speed Rail,Second Class Seat,0,1107.5,1,44,3130
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 14:00:00,2026-04-18 22:24:00,504,G305,High-Speed Rail,Business Class Seat,0,3093.5,1,44,3128
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 14:00:00,2026-04-18 22:24:00,504,G305,High-Speed Rail,No Seat,Sufficient,1107.5,1,44,3131
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 19:42:00,2026-04-19 08:18:00,756,D901,EMU,EMU Sleeper,Sufficient,860,1,45,3134
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 19:42:00,2026-04-19 08:18:00,756,D901,EMU,No Seat,0,860,1,45,3133
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,SZQ,Shenzhen,2026-04-18 19:54:00,2026-04-19 17:31:00,1297,D27,EMU,Second Class Seat,1,474,1,46,3136
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,SZQ,Shenzhen,2026-04-18 19:54:00,2026-04-19 17:31:00,1297,D27,EMU,No Seat,0,474,1,46,3137
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 20:12:00,2026-04-19 07:35:00,683,D927,EMU,Second Class Seat,0,756,1,47,3144
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 20:12:00,2026-04-19 07:35:00,683,D927,EMU,EMU Sleeper,16,840,1,47,3146
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 20:12:00,2026-04-19 07:35:00,683,D927,EMU,No Seat,0,756,1,47,3145
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 21:01:00,2026-04-19 06:57:00,596,G897,High-Speed Rail,Second Class Seat,Sufficient,831,1,48,3149
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 21:01:00,2026-04-19 06:57:00,596,G897,High-Speed Rail,EMU Sleeper,Sufficient,970,1,48,3151
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 21:01:00,2026-04-19 06:57:00,596,G897,High-Speed Rail,No Seat,0,831,1,48,3150
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,IOQ,Shenzhen North,2026-04-18 21:01:00,2026-04-19 06:57:00,596,G897,High-Speed Rail,Special Class Seat,9,891,1,48,3148
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,BJQ,Shenzhen East,2026-04-18 23:31:00,2026-04-20 04:40:00,1749,K105,Regular Express,No Seat,Sufficient,254.5,1,49,3153
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,BJQ,Shenzhen East,2026-04-18 23:31:00,2026-04-20 04:40:00,1749,K105,Regular Express,Hard Sleeper,Sufficient,434.5,1,49,3155
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,BJQ,Shenzhen East,2026-04-18 23:31:00,2026-04-20 04:40:00,1749,K105,Regular Express,Hard Seat,0,254.5,1,49,3156
Beijing,Shenzhen,2026-04-18,BXP,Beijing West,BJQ,Shenzhen East,2026-04-18 23:31:00,2026-04-20 04:40:00,1749,K105,Regular Express,Soft Sleeper,6,687.5,1,49,3154
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 23:53:00,2026-04-20 04:40:00,1727,K105,Regular Express,No Seat,Sufficient,254.5,1,50,3158
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 23:53:00,2026-04-20 04:40:00,1727,K105,Regular Express,Hard Sleeper,Sufficient,434.5,1,50,3160
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 23:53:00,2026-04-20 04:40:00,1727,K105,Regular Express,Hard Seat,0,254.5,1,50,3161
Beijing,Shenzhen,2026-04-18,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-18 23:53:00,2026-04-20 04:40:00,1727,K105,Regular Express,Soft Sleeper,6,687.5,1,50,3159
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 03:49:00,2026-04-20 05:10:00,1521,Z181,Regular Express,No Seat,Sufficient,254.5,1,51,3163
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 03:49:00,2026-04-20 05:10:00,1521,Z181,Regular Express,Hard Sleeper,0,434.5,1,51,3165
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 03:49:00,2026-04-20 05:10:00,1521,Z181,Regular Express,Hard Seat,Sufficient,254.5,1,51,3166
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 03:49:00,2026-04-20 05:10:00,1521,Z181,Regular Express,Soft Sleeper,0,687.5,1,51,3164
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 07:26:00,2026-04-19 18:41:00,675,G1025,High-Speed Rail,First Class Seat,Sufficient,1620.5,1,52,3170
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 07:26:00,2026-04-19 18:41:00,675,G1025,High-Speed Rail,Second Class Seat,Sufficient,1024.5,1,52,3172
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 07:26:00,2026-04-19 18:41:00,675,G1025,High-Speed Rail,Business Class Seat,0,3189.5,1,52,3168
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 07:26:00,2026-04-19 18:41:00,675,G1025,High-Speed Rail,No Seat,0,1024.5,1,52,3174
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,NZQ,Futian,2026-04-19 07:26:00,2026-04-19 18:57:00,691,G1025,High-Speed Rail,First Class Seat,Sufficient,1629,1,53,3171
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,NZQ,Futian,2026-04-19 07:26:00,2026-04-19 18:57:00,691,G1025,High-Speed Rail,Second Class Seat,Sufficient,1032,1,53,3173
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,NZQ,Futian,2026-04-19 07:26:00,2026-04-19 18:57:00,691,G1025,High-Speed Rail,Business Class Seat,Sufficient,3205,1,53,3169
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,NZQ,Futian,2026-04-19 07:26:00,2026-04-19 18:57:00,691,G1025,High-Speed Rail,No Seat,0,1032,1,53,3175
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 10:00:00,2026-04-19 17:50:00,470,G303,High-Speed Rail,First Class Seat,0,1587.5,1,54,3183
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 10:00:00,2026-04-19 17:50:00,470,G303,High-Speed Rail,Second Class Seat,Sufficient,1107.5,1,54,3184
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 10:00:00,2026-04-19 17:50:00,470,G303,High-Speed Rail,Business Class Seat,0,3093.5,1,54,3182
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 10:00:00,2026-04-19 17:50:00,470,G303,High-Speed Rail,No Seat,0,1107.5,1,54,3185
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 14:00:00,2026-04-19 22:24:00,504,G305,High-Speed Rail,First Class Seat,Sufficient,1587.5,1,55,3188
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 14:00:00,2026-04-19 22:24:00,504,G305,High-Speed Rail,Second Class Seat,0,1107.5,1,55,3189
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 14:00:00,2026-04-19 22:24:00,504,G305,High-Speed Rail,Business Class Seat,7,3093.5,1,55,3187
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 14:00:00,2026-04-19 22:24:00,504,G305,High-Speed Rail,No Seat,0,1107.5,1,55,3190
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 19:42:00,2026-04-20 08:18:00,756,D901,EMU,EMU Sleeper,0,860,1,56,3193
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 19:42:00,2026-04-20 08:18:00,756,D901,EMU,No Seat,0,860,1,56,3192
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,SZQ,Shenzhen,2026-04-19 19:54:00,2026-04-20 17:31:00,1297,D27,EMU,Second Class Seat,7,474,1,57,3195
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,SZQ,Shenzhen,2026-04-19 19:54:00,2026-04-20 17:31:00,1297,D27,EMU,No Seat,0,474,1,57,3196
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 20:12:00,2026-04-20 07:35:00,683,D927,EMU,Second Class Seat,3,756,1,58,3203
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 20:12:00,2026-04-20 07:35:00,683,D927,EMU,EMU Sleeper,0,840,1,58,3205
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 20:12:00,2026-04-20 07:35:00,683,D927,EMU,No Seat,0,756,1,58,3204
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 21:01:00,2026-04-20 06:57:00,596,G897,High-Speed Rail,Second Class Seat,15,831,1,59,3208
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 21:01:00,2026-04-20 06:57:00,596,G897,High-Speed Rail,EMU Sleeper,1,970,1,59,3210
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 21:01:00,2026-04-20 06:57:00,596,G897,High-Speed Rail,No Seat,0,831,1,59,3209
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,IOQ,Shenzhen North,2026-04-19 21:01:00,2026-04-20 06:57:00,596,G897,High-Speed Rail,Special Class Seat,0,891,1,59,3207
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,BJQ,Shenzhen East,2026-04-19 23:31:00,2026-04-21 04:40:00,1749,K105,Regular Express,No Seat,Sufficient,254.5,1,60,3212
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,BJQ,Shenzhen East,2026-04-19 23:31:00,2026-04-21 04:40:00,1749,K105,Regular Express,Hard Sleeper,Sufficient,434.5,1,60,3214
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,BJQ,Shenzhen East,2026-04-19 23:31:00,2026-04-21 04:40:00,1749,K105,Regular Express,Hard Seat,2,254.5,1,60,3215
Beijing,Shenzhen,2026-04-19,BXP,Beijing West,BJQ,Shenzhen East,2026-04-19 23:31:00,2026-04-21 04:40:00,1749,K105,Regular Express,Soft Sleeper,4,687.5,1,60,3213
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 23:53:00,2026-04-21 04:40:00,1727,K105,Regular Express,No Seat,Sufficient,254.5,1,61,3217
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 23:53:00,2026-04-21 04:40:00,1727,K105,Regular Express,Hard Sleeper,Sufficient,434.5,1,61,3219
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 23:53:00,2026-04-21 04:40:00,1727,K105,Regular Express,Hard Seat,2,254.5,1,61,3220
Beijing,Shenzhen,2026-04-19,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-19 23:53:00,2026-04-21 04:40:00,1727,K105,Regular Express,Soft Sleeper,0,687.5,1,61,3218
Beijing,Shenzhen,2026-04-20,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-20 03:49:00,2026-04-21 05:10:00,1521,Z181,Regular Express,No Seat,Sufficient,254.5,1,3432,3222
Beijing,Shenzhen,2026-04-20,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-20 03:49:00,2026-04-21 05:10:00,1521,Z181,Regular Express,Hard Sleeper,0,434.5,1,3432,3224
Beijing,Shenzhen,2026-04-20,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-20 03:49:00,2026-04-21 05:10:00,1521,Z181,Regular Express,Hard Seat,Sufficient,254.5,1,3432,3225
Beijing,Shenzhen,2026-04-20,FTP,Beijing Fengtai,BJQ,Shenzhen East,2026-04-20 03:49:00,2026-04-21 05:10:00,1521,Z181,Regular Express,Soft Sleeper,0,687.5,1,3432,3223
Beijing,Shenzhen,2026-04-20,BXP,Beijing West,IOQ,Shenzhen North,2026-04-20 07:26:00,2026-04-20 18:41:00,675,G1025,High-Speed Rail,First Class Seat,Sufficient,1478.5,1,3433,3229
Beijing,Shenzhen,2026-04-20,BXP,Beijing West,IOQ,Shenzhen North,2026-04-20 07:26:00,2026-04-20 18:41:00,675,G1025,High-Speed Rail,Second Class Seat,Sufficient,936.5,1,3433,3231
