origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,equip_type,equip_size,manufacturer,price,segment_index,route_index,sample_id
Beijing,Shenzhen,2025-11-17,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-17 19:30:00,2025-11-17 23:00:00,210,HU7713,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,1000,1,417,92
Beijing,Shenzhen,2025-11-17,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-17 06:55:00,2025-11-17 11:55:00,300,DZ6210,Donghai Airlines,Economy,737-800,Medium Aircraft,Boeing,800,1,404,92
Beijing,Shenzhen,2025-11-17,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-17 09:00:00,2025-11-17 12:20:00,200,CZ3156,China Southern Airlines,Economy,321,Medium Aircraft,Airbus,1020,1,416,92
Beijing,Shenzhen,2025-11-17,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-17 11:00:00,2025-11-17 14:35:00,215,CZ3168,China Southern Airlines,Economy,320,Medium Aircraft,Airbus,889,1,408,92
Beijing,Shenzhen,2025-11-17,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-17 16:20:00,2025-11-17 18:40:00,140,MU5349,China Eastern Airlines,Economy,330,Large Aircraft,Airbus,894,2,428,92
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SHA,Hongqiao International Airport,2025-11-18 13:00:00,2025-11-18 15:05:00,125,MU5112,China Eastern Airlines,Economy,330,Large Aircraft,Airbus,894,1,428,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 06:25:00,2025-11-18 10:10:00,225,CA1393,Air China,Economy,330,Large Aircraft,Airbus,830,1,406,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 06:25:00,2025-11-18 10:10:00,225,ZH1393,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,830,1,405,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 08:30:00,2025-11-18 11:55:00,205,GS5701,Hainan Airlines | Tianjin Airlines,Economy,787,Large Aircraft,Boeing,1000,1,414,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 09:30:00,2025-11-18 12:50:00,200,HU7703,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,1000,1,415,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 14:30:00,2025-11-18 17:55:00,205,HU7709,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,900,1,412,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 19:30:00,2025-11-18 23:00:00,210,HU7713,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,1000,1,417,107
Beijing,Shenzhen,2025-11-18,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-18 06:55:00,2025-11-18 11:55:00,300,DZ6210,Donghai Airlines,Economy,737-800,Medium Aircraft,Boeing,800,1,404,107
Beijing,Shenzhen,2025-11-18,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-18 09:00:00,2025-11-18 12:20:00,200,CZ3156,China Southern Airlines,Economy,321,Medium Aircraft,Airbus,1020,1,416,107
Beijing,Shenzhen,2025-11-18,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-18 11:00:00,2025-11-18 14:35:00,215,CZ3168,China Southern Airlines,Economy,320,Medium Aircraft,Airbus,889,1,408,107
Beijing,Shenzhen,2025-11-18,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-18 16:20:00,2025-11-18 18:40:00,140,MU5349,China Eastern Airlines,Economy,330,Large Aircraft,Airbus,894,2,428,107
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:30:00,2026-04-30 10:10:00,220,CA1393,Air China,Business Class,330,Large Aircraft,Airbus,2190,2,429,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:30:00,2026-04-30 10:10:00,220,CA1393,Air China,Economy,330,Large Aircraft,Airbus,1170,1,429,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:30:00,2026-04-30 10:10:00,220,ZH1393,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,1830,1,430,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,CA3412,Air China,Business Class,320,Medium Aircraft,Airbus,9860,2,431,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,CA3412,Air China,Economy,320,Medium Aircraft,Airbus,1830,1,431,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,KY9118,Kunming Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,432,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,SC9148,Shandong Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,433,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,ZH9112,Shenzhen Airlines,Business Class,320,Medium Aircraft,Airbus,2500,2,434,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,ZH9112,Shenzhen Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,434,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,CA3414,Air China,Business Class,321,Medium Aircraft,Airbus,9860,2,435,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,CA3414,Air China,Economy,321,Medium Aircraft,Airbus,1830,1,435,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,KY9120,Kunming Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,436,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,SC9150,Shandong Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,437,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,TV6494,Tibet Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,438,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,ZH9114,Shenzhen Airlines,Business Class,321,Medium Aircraft,Airbus,2150,2,439,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,ZH9114,Shenzhen Airlines,Economy,321,Medium Aircraft,Airbus,1360,1,439,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:25:00,205,CA1331,Air China,Business Class,330,Large Aircraft,Airbus,3100,2,440,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:25:00,205,CA1331,Air China,Economy,330,Large Aircraft,Airbus,1260,1,440,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:25:00,205,ZH1331,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,1830,1,441,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:50:00,200,HU7701,Hainan Airlines | Hainan Airlines,Business Class,787,Large Aircraft,Boeing,4650,2,442,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:50:00,200,HU7701,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,1390,1,442,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:55:00,205,CA1375,Air China,Business Class,350,Large Aircraft,Airbus,3100,2,443,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:55:00,205,CA1375,Air China,Economy,350,Large Aircraft,Airbus,1260,1,443,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:55:00,205,ZH1375,Shenzhen Airlines,Economy,350,Large Aircraft,Airbus,1830,1,444,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:35:00,215,CA1367,Air China,Business Class,350,Large Aircraft,Airbus,3100,2,445,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:35:00,215,CA1367,Air China,Economy,350,Large Aircraft,Airbus,1360,1,445,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:35:00,215,ZH1367,Shenzhen Airlines,Economy,350,Large Aircraft,Airbus,1830,1,446,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,CA3576,Air China,Business Class,320,Medium Aircraft,Airbus,9860,2,447,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,CA3576,Air China,Economy,320,Medium Aircraft,Airbus,1830,1,447,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,KY9122,Kunming Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,448,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,SC9152,Shandong Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,449,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,TV6496,Tibet Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,450,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,ZH9116,Shenzhen Airlines,Business Class,320,Medium Aircraft,Airbus,2290,2,451,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,ZH9116,Shenzhen Airlines,Economy,320,Medium Aircraft,Airbus,1620,1,451,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:30:00,2026-04-30 12:45:00,195,HU7703,Hainan Airlines | Hainan Airlines,Business Class,787,Large Aircraft,Boeing,2880,2,452,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:30:00,2026-04-30 12:45:00,195,HU7703,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,1300,1,452,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:25:00,205,CA1383,Air China,Business Class,330,Large Aircraft,Airbus,3650,2,453,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:25:00,205,CA1383,Air China,Economy,330,Large Aircraft,Airbus,1360,1,453,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:25:00,205,ZH1383,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,1830,1,454,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:40:00,2026-04-30 14:25:00,225,CA1313,Air China,Business Class,330,Large Aircraft,Airbus,3430,2,455,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:40:00,2026-04-30 14:25:00,225,CA1313,Air China,Economy,330,Large Aircraft,Airbus,1360,1,455,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:40:00,2026-04-30 14:25:00,225,ZH1313,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,1830,1,456,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 11:30:00,2026-04-30 14:55:00,205,HU7705,Hainan Airlines | Hainan Airlines,Business Class,330,Large Aircraft,Airbus,2780,2,457,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 11:30:00,2026-04-30 14:55:00,205,HU7705,Hainan Airlines | Hainan Airlines,Economy,330,Large Aircraft,Airbus,1300,1,457,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 11:55:00,2026-04-30 15:40:00,225,CA1341,Air China,Business Class,789,Large Aircraft,Boeing,3430,2,458,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 11:55:00,2026-04-30 15:40:00,225,CA1341,Air China,Economy,789,Large Aircraft,Boeing,1360,1,458,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 11:55:00,2026-04-30 15:40:00,225,ZH1341,Shenzhen Airlines,Economy,789,Large Aircraft,Boeing,1830,1,459,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,CA3402,Air China,Business Class,321,Medium Aircraft,Airbus,9860,2,460,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,CA3402,Air China,Economy,321,Medium Aircraft,Airbus,1830,1,460,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,KY9108,Kunming Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,461,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,SC9138,Shandong Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,462,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,TV6484,Tibet Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,463,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,ZH9102,Shenzhen Airlines,Business Class,321,Medium Aircraft,Airbus,3000,2,464,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 12:15:00,2026-04-30 15:50:00,215,ZH9102,Shenzhen Airlines,Economy,321,Medium Aircraft,Airbus,1620,1,464,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 13:00:00,2026-04-30 16:25:00,205,CA1303,Air China,Business Class,330,Large Aircraft,Airbus,3430,2,465,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 13:00:00,2026-04-30 16:25:00,205,CA1303,Air China,Economy,330,Large Aircraft,Airbus,1380,1,465,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 13:00:00,2026-04-30 16:25:00,205,ZH1303,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,1830,1,466,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 13:30:00,2026-04-30 16:55:00,205,HU7707,Hainan Airlines | Hainan Airlines,Business Class,787,Large Aircraft,Boeing,2850,2,467,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 13:30:00,2026-04-30 16:55:00,205,HU7707,Hainan Airlines | Hainan Airlines,Economy,787,Large Aircraft,Boeing,1390,1,467,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:00:00,2026-04-30 17:25:00,205,CA1397,Air China,Business Class,789,Large Aircraft,Boeing,4380,2,468,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:00:00,2026-04-30 17:25:00,205,CA1397,Air China,Economy,789,Large Aircraft,Boeing,1620,1,468,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:00:00,2026-04-30 17:25:00,205,ZH1397,Shenzhen Airlines,Economy,789,Large Aircraft,Boeing,1830,1,469,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,CA3404,Air China,Business Class,320,Medium Aircraft,Airbus,9860,2,470,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,CA3404,Air China,Economy,320,Medium Aircraft,Airbus,2010,1,470,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,KY9110,Kunming Airlines,Economy,320,Medium Aircraft,Airbus,2010,1,471,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,SC9140,Shandong Airlines,Economy,320,Medium Aircraft,Airbus,2010,1,472,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,TV6486,Tibet Airlines,Economy,320,Medium Aircraft,Airbus,2010,1,473,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,ZH9104,Shenzhen Airlines,Business Class,320,Medium Aircraft,Airbus,3000,2,474,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 14:30:00,2026-04-30 18:05:00,215,ZH9104,Shenzhen Airlines,Economy,320,Medium Aircraft,Airbus,1830,1,474,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 15:30:00,2026-04-30 18:55:00,205,HU7709,Hainan Airlines | Hainan Airlines,Business Class,330,Large Aircraft,Airbus,3690,2,475,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 15:30:00,2026-04-30 18:55:00,205,HU7709,Hainan Airlines | Hainan Airlines,Economy,330,Large Aircraft,Airbus,1790,1,475,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 16:15:00,2026-04-30 19:40:00,205,CA1337,Air China,Business Class,330,Large Aircraft,Airbus,3690,2,476,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 16:15:00,2026-04-30 19:40:00,205,CA1337,Air China,Economy,330,Large Aircraft,Airbus,1810,1,476,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 16:15:00,2026-04-30 19:40:00,205,ZH1337,Shenzhen Airlines,Economy,330,Large Aircraft,Airbus,2010,1,477,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,CA3406,Air China,Business Class,321,Medium Aircraft,Airbus,9860,2,478,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,CA3406,Air China,Economy,321,Medium Aircraft,Airbus,2010,1,478,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,KY9112,Kunming Airlines,Economy,321,Medium Aircraft,Airbus,2010,1,479,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,SC9142,Shandong Airlines,Economy,321,Medium Aircraft,Airbus,2010,1,480,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,TV6488,Tibet Airlines,Economy,321,Medium Aircraft,Airbus,2010,1,481,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,ZH9106,Shenzhen Airlines,Business Class,321,Medium Aircraft,Airbus,3190,2,482,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 17:00:00,2026-04-30 20:35:00,215,ZH9106,Shenzhen Airlines,Economy,321,Medium Aircraft,Airbus,1830,1,482,
