origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,price,segment_index,route_index,sample_id
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-18 19:50:00,2026-04-18 20:53:00,63,C7715,Intercity,No Seat,65,1,9874,39173
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-18 19:50:00,2026-04-18 20:53:00,63,C7715,Intercity,Second Class Seat,65,1,9874,39171
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-18 20:01:00,2026-04-18 21:06:00,65,C7717,Intercity,No Seat,65,1,9876,39179
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-18 20:01:00,2026-04-18 21:06:00,65,C7717,Intercity,Second Class Seat,65,1,9876,39177
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-18 21:26:00,2026-04-18 22:20:00,54,C7725,Intercity,No Seat,65,1,9885,39213
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-18 21:26:00,2026-04-18 22:20:00,54,C7725,Intercity,Second Class Seat,65,1,9885,39211
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-18 12:15:00,2026-04-18 13:25:00,70,C7649,Intercity,No Seat,65,1,9810,38958
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-18 12:15:00,2026-04-18 13:25:00,70,C7649,Intercity,Second Class Seat,65,1,9810,38955
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-18 13:56:00,2026-04-18 14:56:00,60,C7663,Intercity,No Seat,65,1,9828,39018
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-18 13:56:00,2026-04-18 14:56:00,60,C7663,Intercity,Second Class Seat,65,1,9828,39015
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:15:00,2026-04-18 13:34:00,79,C7649,Intercity,No Seat,70,1,9811,38959
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:15:00,2026-04-18 13:34:00,79,C7649,Intercity,Second Class Seat,70,1,9811,38956
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:23:00,2026-04-18 13:19:00,56,G6155,High-Speed Rail,Business Class Seat,205,1,9812,38963
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:23:00,2026-04-18 13:19:00,56,G6155,High-Speed Rail,First Class Seat,90,1,9812,38964
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:23:00,2026-04-18 13:19:00,56,G6155,High-Speed Rail,No Seat,70,1,9812,38966
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:23:00,2026-04-18 13:19:00,56,G6155,High-Speed Rail,Second Class Seat,70,1,9812,38965
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:31:00,2026-04-18 13:42:00,71,C7651,Intercity,No Seat,70,1,9814,38971
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:31:00,2026-04-18 13:42:00,71,C7651,Intercity,Second Class Seat,70,1,9814,38969
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:45:00,2026-04-18 13:57:00,72,C7653,Intercity,No Seat,70,1,9816,38977
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 12:45:00,2026-04-18 13:57:00,72,C7653,Intercity,Second Class Seat,70,1,9816,38975
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:07:00,2026-04-18 14:13:00,66,C7655,Intercity,No Seat,70,1,9818,38983
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:07:00,2026-04-18 14:13:00,66,C7655,Intercity,Second Class Seat,70,1,9818,38981
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:14:00,2026-04-18 14:24:00,70,C7657,Intercity,First Class Seat,90,1,9820,38987
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:14:00,2026-04-18 14:24:00,70,C7657,Intercity,No Seat,70,1,9820,38991
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:14:00,2026-04-18 14:24:00,70,C7657,Intercity,Second Class Seat,70,1,9820,38989
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:24:00,2026-04-18 14:34:00,70,C7659,Intercity,No Seat,70,1,9822,38997
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:24:00,2026-04-18 14:34:00,70,C7659,Intercity,Second Class Seat,70,1,9822,38995
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:31:00,2026-04-18 14:55:00,84,C7661,Intercity,No Seat,70,1,9824,39003
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:31:00,2026-04-18 14:55:00,84,C7661,Intercity,Second Class Seat,70,1,9824,39001
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:44:00,2026-04-18 14:48:00,64,G393,High-Speed Rail,Business Class Seat,205,1,9825,39006
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:44:00,2026-04-18 14:48:00,64,G393,High-Speed Rail,First Class Seat,90,1,9825,39007
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:44:00,2026-04-18 14:48:00,64,G393,High-Speed Rail,No Seat,70,1,9825,39009
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:44:00,2026-04-18 14:48:00,64,G393,High-Speed Rail,Second Class Seat,70,1,9825,39008
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:49:00,2026-04-18 14:41:00,52,D7131,EMU,No Seat,70,1,9826,39012
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:49:00,2026-04-18 14:41:00,52,D7131,EMU,Second Class Seat,70,1,9826,39011
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:56:00,2026-04-18 15:05:00,69,C7663,Intercity,No Seat,70,1,9829,39019
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 13:56:00,2026-04-18 15:05:00,69,C7663,Intercity,Second Class Seat,70,1,9829,39016
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:08:00,2026-04-18 15:14:00,66,C7665,Intercity,No Seat,70,1,9831,39026
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:08:00,2026-04-18 15:14:00,66,C7665,Intercity,Second Class Seat,70,1,9831,39024
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:13:00,2026-04-18 15:30:00,77,C7667,Intercity,No Seat,70,1,9833,39032
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:13:00,2026-04-18 15:30:00,77,C7667,Intercity,Second Class Seat,70,1,9833,39030
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:26:00,2026-04-18 15:19:00,53,G6107,High-Speed Rail,Business Class Seat,205,1,9834,39035
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:26:00,2026-04-18 15:19:00,53,G6107,High-Speed Rail,First Class Seat,90,1,9834,39036
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:26:00,2026-04-18 15:19:00,53,G6107,High-Speed Rail,No Seat,70,1,9834,39038
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:26:00,2026-04-18 15:19:00,53,G6107,High-Speed Rail,Second Class Seat,70,1,9834,39037
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:49:00,2026-04-18 16:01:00,72,C7671,Intercity,No Seat,70,1,9836,39045
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:49:00,2026-04-18 16:01:00,72,C7671,Intercity,Second Class Seat,70,1,9836,39043
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:52:00,2026-04-18 15:53:00,61,D3665,EMU,First Class Seat,90,1,9837,39048
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:52:00,2026-04-18 15:53:00,61,D3665,EMU,No Seat,70,1,9837,39050
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 14:52:00,2026-04-18 15:53:00,61,D3665,EMU,Second Class Seat,70,1,9837,39049
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:05:00,2026-04-18 16:12:00,67,C7673,Intercity,No Seat,70,1,9839,39055
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:05:00,2026-04-18 16:12:00,67,C7673,Intercity,Second Class Seat,70,1,9839,39053
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:13:00,2026-04-18 16:26:00,73,C7675,Intercity,No Seat,70,1,9840,39059
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:13:00,2026-04-18 16:26:00,73,C7675,Intercity,Second Class Seat,70,1,9840,39058
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:28:00,2026-04-18 16:41:00,73,C7677,Intercity,No Seat,70,1,9841,39062
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:28:00,2026-04-18 16:41:00,73,C7677,Intercity,Second Class Seat,70,1,9841,39061
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:30:00,2026-04-18 16:31:00,61,G6339,High-Speed Rail,Business Class Seat,205,1,9842,39064
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:30:00,2026-04-18 16:31:00,61,G6339,High-Speed Rail,First Class Seat,90,1,9842,39065
Guangzhou,Zhuhai,2026-04-18,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-18 15:30:00,2026-04-18 16:31:00,61,G6339,High-Speed Rail,No Seat,70,1,9842,39067
