poi_name,latitude,longitude,address,poi_type
Chang Hui Jia Hakka Cuisine (Minkang Road Branch),22.614133,114.040629,,poi
Chao Jiang Chun (Futian Branch),22.534260,114.019048,,poi
Chao Tai Beef Hot Pot · Founded in 1992 (Chegongmiao Branch),22.531931,114.027332,,poi
Chao Wang Fish Port (Dalang Branch),22.676040,114.000841,,poi
Chao Xiang Si Hai Family Chaoshan Cuisine (Tai Ran Main Store),22.530341,114.023868,,poi
Chao Xiang Si Hai · Family Chaoshan Cuisine (Nanshan Branch),22.520129,113.922954,,poi
Chao Yue Beef Hot Pot (Xili Longjing Branch),22.559585,113.973096,,poi
Chao Zong Hui Restaurant,22.535490,114.062010,,poi
Chaode Ashui Beef Hot Pot (Baishizhou Branch),22.536393,113.967162,,poi
Chaoshan Daimu Beef Hot Pot (Zhenxing West Road Branch),22.546687,114.083314,,poi
Chaoshan Damu Beef Hot Pot (Bo Jin International Branch),22.529895,114.027037,,poi
Chaoshan Damu Beef Hot Pot (Fu Hua Branch),22.536016,114.078807,,poi
Chaoshan Xi E Restaurant (The MixC Branch),22.592724,114.131377,,poi
Chaweng Ancient Town,22.639788,114.280971,,attraction
Chen Peng Peng Braised Goose Restaurant (Happy Coast Branch),22.524465,113.992265,,poi
Chengguo Hotel (Qianhai Bao'an Center Branch),22.556861,113.898294,,hotel
Chin Rai (The MixC Qianhai Branch),22.530729,113.899462,,poi
China Merchants Group History Museum,22.483808,113.920004,,attraction
China Merchants Shekou Cruise Home Port Tour,22.474665,113.919967,,attraction
Chongqing Impression Old Hot Pot (Meilin Branch),22.567104,114.047778,,poi
Chun Lou ChunLounge (OCT Branch),22.537371,113.992336,,poi
Chunjiang Amusement Qiushui Mountain Scenic Area Playground,22.604358,114.148958,,attraction
CitiGO Hotel Shenzhen Nanshan Science and Technology Park,22.524857,113.936746,,hotel
City Celebrity Hotel Apartment (Hui Zhan Wan Shui An Branch),22.700984,113.782428,,hotel
CoasTea Handcrafted Pure Tea (Chegongmiao Branch),22.536437,114.020401,,poi
Coastal Culture Park,22.550402,113.889977,,attraction
Courtyard by Marriott Shenzhen Tongtai · Wan Hui Xuan Buffet (Tongtai Branch),22.679106,113.805567,,poi
Cross Shenzhen,22.553048,114.128443,,attraction
Crowne Plaza Shenzhen Longgang Pearl River · Yue Coffee Western Restaurant,22.723360,114.250931,,poi
Crowne Plaza Shenzhen Metro Hotel · Xingpu All-Day Dining Restaurant,22.538860,113.944660,,poi
Cuiyuan (Yitian Holiday Plaza Branch),22.537854,113.973886,,poi
DQ (Shenzhen Liancheng New World Branch),22.534900,114.058700,,poi
Da Dong (Shenzhen Bay MixC Branch),22.516090,113.946639,,poi
Da Dong Roast Duck Restaurant (The MixC World Branch),22.541525,113.956530,,poi
Da Donghai Seafood Restaurant (Fuyong Main Branch),22.664179,113.808849,,poi
Da Ge Fan (Da Qian Li Branch),22.570511,113.872237,,poi
Da Sha River Ecological Corridor,22.533165,113.961547,,attraction
Da Wu Shao Rou (One Avenue Branch),22.536202,114.066455,,poi
Da You Li Tea Restaurant (Fumin Branch),22.522923,114.063640,,poi
Da Zi Ran Drunken Goose (Nanshan Branch),22.567355,113.954149,,poi
Da'ao Bay Beach,22.566678,114.473557,,attraction
Dafen Art Museum,22.616079,114.144869,,attraction
Dafen Oil Painting Village,22.615801,114.142665,,attraction
Dalachao · Chaoshan Cuisine · Signature Raw Marinated Small Green Lobster (Futian Branch),22.537663,114.102437,,poi
Dalu Port,22.468628,114.508002,,attraction
Dameisha Beach,22.598670,114.315742,,attraction
Dameisha Beach Water Park,22.598670,114.315742,,attraction
Dameisha Coastal Boardwalk,22.587526,114.312314,,attraction
Dameisha Sailing and Yacht Club,22.602864,114.317822,,attraction
Dameisha Seaside Park,22.598129,114.313955,,attraction
Dameisha Yacht Rental Center,22.603396,114.320606,,attraction
Dan Gui Xuan (OCT Branch),22.546522,113.974597,,poi
Danjiacai (Huanggang Branch),22.524191,114.063311,,poi
Dapeng Bay Yacht,22.568409,114.471730,,attraction
Dapeng Eco-Friendly Park Agritainment,22.581158,114.479728,,poi
Dapeng Fortress,22.600032,114.520096,,attraction
Dapeng Peninsula,22.534605,114.537454,,attraction
Dapeng Peninsula Dongchong-Xichong Coastline,22.496988,114.587437,,attraction
Dapeng Peninsula Geopark,22.534584,114.537636,,attraction
Dapeng Peninsula InterContinental Yacht Sailing Center,22.560753,114.563888,,attraction
Dashah River Park,22.562707,113.968234,,attraction
Dawan Shiju,22.687486,114.349087,,attraction
Dayanding Peak,22.531168,114.603107,,attraction
De Rucci Health Sleep Hotel (Shenzhen East Station Buji Metro Station Branch),22.607734,114.124544,,hotel
Deng Xiaoping Portrait Square,22.547513,114.110612,,attraction
Dian Dou De (Coastal City Branch),22.518486,113.934457,,poi
Dian Dou De (Huaqiang South Branch),22.535812,114.087332,,poi
Dian Dou De (KKONE Branch),22.527076,114.027112,,poi
Dian Pin Ji (Xin Yang Branch),22.738595,113.810519,,poi
Dianbai Duck Porridge Shop,22.584082,113.953139,,poi
Dianbai Duck Porridge Shop,22.584082,113.953139,,restaurant
Dim Sum Legend (Cantonese Dim Sum · Zuo Lin Hong Wan Branch),22.561084,114.040198,,poi
Ding Zhen Beef Chaoshan Hot Pot (Wansha Branch),22.489816,113.934774,,poi
Dingfeng Hong Kong Tea Restaurant (Gongming Honghuashan Branch),22.778573,113.898266,,poi
Diwang Observation Deck · Window to Shenzhen and Hong Kong,22.548780,114.116522,,attraction
Dong Ji Gourmet Restaurant (Sungang Branch),22.561265,114.108339,,poi
Dongchong,22.495454,114.590690,,attraction
Dongchong Beach,22.495454,114.590690,,attraction
Dongguan Wange Hotel (Chang'an Wanda Plaza Branch),22.810798,113.812880,,hotel
Donghai Palace Seafood Restaurant,22.569073,113.904706,,poi
Donghai Xinshenghuo · Refined Chaoshan Cuisine (Zhongshen Garden Building Branch),22.531707,114.068577,,poi
Donghu Park,22.569908,114.155375,,attraction
Dongjiawan Beach,22.570540,114.552062,,attraction
Dongmen Old Street,22.550461,114.122671,,attraction
Dongshan Temple,22.602493,114.526300,,attraction
Dongshan Village,22.559515,114.535762,,attraction
DoubleTree by Hilton Shenzhen Longhua · Kai All-Day Dining Restaurant,22.656270,114.038330,,poi
Duke's,22.536299,114.020500,,poi
Dulailao Japanese Restaurant (Futian Main Store),22.534363,114.063624,,poi
Dunhill Hotel (Shekou Huaguoshan Metro Station Branch),22.495659,113.918383,,hotel
Dutch Flower Town,22.549735,113.917870,,attraction
Eastern General Aviation · Air Taxi Helicopter Flight Base (Greater China Branch),22.547621,114.071290,,attraction
Eastern General Aviation · Air Taxi Helicopter Flight Base (Yantian Branch),22.597549,114.295795,,attraction
Edo-mae Japanese Cuisine & Teppanyaki (Huangting Plaza Branch),22.533469,114.059206,,poi
Elong Hotel (Shenzhen China South City Branch),22.667588,114.144133,,hotel
Ensue,22.536362,114.057079,,poi
Er Ba Shou BBQ (Huaqiangbei Branch),22.544013,114.091061,,poi
FANNOU BISTRO · Fannou Bistro & Bar (Futian INTOWN Shopping Center Branch),22.532262,114.065467,,poi
Fan Lou (Huaqiangbei Branch),22.544686,114.083670,,poi
Fanlou (Baonan South Road Branch),22.550255,114.109619,,poi
Fantasy Ice and Snow World,22.684150,114.001339,,attraction
Fei Hotel (Shenzhen North Station Renmin Road Branch),22.635814,114.025951,,hotel
Fei Tao Gold Medal Tea Restaurant (Royal Plaza Flagship Store),22.534050,114.060232,,poi
Feidachu Chili Stir-Fried Pork (Royal Plaza Branch),22.533681,114.059131,,poi
Fenghuang Ancient Village,22.697435,113.845676,,attraction
Ferretti Yacht Sea Fishing Club,22.561508,114.564975,,attraction
FineRao Fanyin Light Body Vegetarian (Ping An Finance Centre Branch),22.533879,114.055602,,poi
Fisherman's Canteen · Taishan Oyster Restaurant (Jun Shang 3019 Branch),22.506948,113.940642,,poi
Forest Kingdom Family Park,22.693214,114.244639,,attraction
Forest Mini Train Station,22.620737,114.300269,,attraction
Four Points by Sheraton Shenzhen · Guihua Biao Zhi Restaurant,22.511634,114.062300,,poi
Four Seasons Ice and Snow Theme Park,22.638178,114.223452,,attraction
Fumée,22.540437,113.935888,,poi
FunGee X Huanzhi Hotel (Shenzhen Futian Bagualu Branch),22.564868,114.099417,,hotel
Furong Lou · Tea Oil Stir-fried Ma Chicken King (Nanshan Changxing Branch),22.531677,113.921240,,poi
Futian District Sports Park,22.531886,114.042436,,attraction
Futian Mangrove Ecological Park,22.517213,114.049388,,attraction
Fuxinji Pork Stomach Chicken (Dongmen Mao Ye Branch),22.547388,114.121088,,poi
GENTLE L by AlanYU,22.539240,114.069896,,poi
GODIVA (Coastal City Branch),22.517308,113.934929,,poi
Galleria Bistro Sky High Bistro (The MixC World Branch),22.541122,113.952918,,poi
Gankeng Old Town,22.663821,114.109530,,attraction
Garden Binshe Hotel (Shenzhen Futian Convention and Exhibition Center Gangxia Metro Station Branch),22.529507,114.068734,,hotel
Gold Medal Tao Tao Ju (The MixC World Branch),22.541437,113.955144,,poi
Golden Coast,22.590567,114.284875,,attraction
Grand Hyatt Shenzhen · Chairman's Tower,22.537179,114.111242,,poi
Grand Hyatt Shenzhen · Le Chu Seafood Buffet,22.537043,114.111244,,poi
Grand Hyatt Shenzhen · Yue Jing Grill · Western Restaurant,22.536918,114.111250,,poi
Grand Skylight Hotel · Yue (Shenzhen Central Park Branch),22.539471,114.078528,,hotel
Greater Bay Area No. 1 (Hong Kong-Zhuhai-Macao Bridge Route),22.474665,113.919967,,attraction
Green East Hotel (Shenzhen Pinghu China South City Hetao Metro Station Branch),22.682892,114.121834,,hotel
Greenland Jinglin Convention and Exhibition Executive Apartment (Shenzhen International Convention and Exhibition Center Branch),22.701165,113.781046,,hotel
Guan Shanyue Art Museum,22.555045,114.070815,,attraction
Guangdong Wutong Mountain National Forest Park,22.583800,114.221632,,attraction
Guangdong Xiangyun Skydiving Club (Shenzhen Branch),22.630646,114.039802,,attraction
Guangming Culture and Arts Center,22.751320,113.943640,,attraction
Guangming Farm Grand Garden,22.764237,113.968991,,attraction
Guangming Grass Skiing Amusement Park,22.759672,113.970056,,attraction
Guangming Happy Pastoral Land,22.789163,113.966271,,attraction
Guanhai (Nanshan Shenwan Branch),22.506596,113.943266,,poi
Guanhu Beach,22.607996,114.429190,,attraction
Guanlan Ancient Market,22.724749,114.060326,,attraction
Guanlan Lake Eco-Sports Community,22.724672,114.085207,,attraction
Guanlan Lake Leisure Tourism Area,22.744351,114.083908,,attraction
Guanlan Ocean World,22.727389,114.084971,,attraction
Guanlan Printmaking Village,22.749032,114.097519,,attraction
Guanlan River Wetland Park,22.688765,114.049529,,attraction
Guanlan Shanshui Pastoral Culture Park,22.720384,114.113827,,attraction
Guanyin Mountain Park,22.590730,114.463006,,attraction
Gui Lao Ji Herbal Tea Shop (Fenghuang Road Branch),22.547908,114.136725,,poi
Guiyin Hotel (Shenzhen Futian Xiangmihu Branch),22.547179,114.009950,,hotel
Guli Heshan Hot Pot (OCT Harbour Branch),22.543481,113.885755,,poi
Guomao Rotating Restaurant (Guomao Plaza Branch),22.540913,114.119591,,poi
Haagen-Dazs (Huangting Branch),22.533821,114.060196,,poi
Haagen-Dazs (Intown MixC Branch),22.570375,114.060013,,poi
Haibeiwan Diving Base,22.546464,114.491542,,attraction
Haichang Lemans Ice and Snow Kingdom (Shenzhen Haiya Branch),22.565974,113.912226,,attraction
Haida Steam Seafood Theme Restaurant (Huanlesong Branch),22.534365,113.919973,,poi
Haidilao Hot Pot (Jin Guang Hua Plaza Branch),22.539774,114.120582,,poi
Haifeide (Small Town),22.614471,114.310886,,attraction
Haihuangting Restaurant (Minzhi Branch),22.628008,114.037669,,poi
Haijing Park,22.557847,114.247511,,attraction
Haishan Park (Shenyan Road),22.565973,114.246598,,attraction
Hakka Tulou (Fujian),22.535637,113.998965,,attraction
Halal · Yelimiya Western Regions Theme Restaurant (Liancheng Branch),22.542329,114.131995,,poi
Haliha · Black Wagyu Private Kitchen (Shopping Park Branch),22.536417,114.054414,,poi
Hampton by Hilton Dongguan Fenggang,22.727464,114.146468,,hotel
Hampton by Hilton Shenzhen Longgang Yonghu,22.660760,114.219689,,hotel
Han Niu Uncle Live Eel Charcoal BBQ (Shenzhen First Store),22.542018,114.092975,,poi
Hao Dang Jia (Futian Branch),22.542668,114.090831,,poi
Hao Hao Wei Noodle House (Taoyuan Branch),22.532999,113.920816,,poi
Hao Hao Wei Noodle House (Taoyuan Branch),22.532999,113.920816,,restaurant
Hao Lao Ban Oyster Seafood BBQ (Wharf Branch),22.483052,113.928628,,poi
Haolinju · Chaoshan Cuisine · Cold Seafood Platter (Bagua 1st Road Branch),22.557057,114.101248,,poi
Hartmann Aviation Experience Center,22.586442,113.898367,,attraction
He Xiangning Art Museum,22.539465,113.988109,,attraction
He Zhi Cuisine (Sea World Branch),22.486328,113.916737,,poi
Hehu Xinju,22.733897,114.272626,,attraction
Hejian S Hotel (Shenzhen High-Tech Park Branch),22.538410,113.951560,,hotel
Hejian S Hotel (Shenzhen Technology Park Branch),22.522171,113.936948,,hotel
Hejing Hotel (Shenzhen Futian Port Convention and Exhibition Center Branch),22.520063,114.045380,,hotel
Helicopter Aerial Sightseeing Tour,22.648063,113.829772,,attraction
Hengfeng Haiyue International Hotel Tianyi Japanese Cuisine,22.580750,113.882040,,poi
Hesong · High Altitude Izakaya (Futian Light Show Branch),22.542440,114.063649,,poi
Hilton International Convention and Exhibition Center · Qingya Chinese Restaurant,22.705381,113.777870,,poi
Hilton Shenzhen China Resources · Lobby Lounge,22.539300,114.069600,,poi
Hisea Hotel (Shenzhen Luohu Dongmen Branch),22.550278,114.130316,,hotel
Holiday Inn Express Shenzhen Guangming Tian'an Cloud Valley,22.792167,113.965456,,hotel
Holiday Inn Express Shenzhen Longhua (Dalang Commercial Center Branch),22.690270,113.989206,,hotel
Holiday Inn Express Shenzhen North Station,22.596667,114.044066,,hotel
Homewood Suites by Hilton Shenzhen Bao'an,22.557851,113.866167,,hotel
Homewood Suites by Hilton Shenzhen Dalang,22.696714,113.991054,,hotel
Hong Kong Ming Xing Fang Tea Restaurant (Shuiwei Branch),22.518360,114.063929,,poi
Hong Kong New Style Sausage & Roast Tea Restaurant (Book City Branch),22.540132,114.108710,,poi
Hongfa Temple,22.583514,114.188174,,attraction
Honghai Grand Hotel (Shenzhen International Convention and Exhibition Center Guozhan South Metro Station Branch),22.683104,113.784459,,hotel
Honghu Park,22.572204,114.126880,,attraction
Honghua Mountain Park,22.787267,113.907995,,attraction
Hongqiao Park,22.752728,113.959141,,attraction
Hongyuan Temple,22.708235,113.908077,,attraction
Houhai,22.512803,113.941981,,attraction
Hu Ge Roast Fatty Beef (Meilin Main Branch),22.563015,114.053137,,poi
Hu Xu Lao Chicken Pot Siji Hot Pot (Huanggang Main Branch Direct Store),22.522835,114.060031,,poi
Hua Shan Chinese Restaurant · Cantonese Cuisine (Shenzhen OCT InterContinental Hotel),22.532538,113.984634,,poi
Hua Su Li Japanese-Western Fusion (Dong Hai Branch),22.536340,114.019782,,poi
Huang Shi Health Dessert Expert (Meilin INTOWN Hui Branch),22.568074,114.058992,,poi
Huang Xiaomao Chopped Chili Big Fish Head (Futian Branch),22.537010,114.051210,,poi
Huaqiangbei Museum,22.550102,114.093668,,attraction
Huaxuanli Hotel (Shenzhen Dayun Center Branch),22.702747,114.218969,,hotel
Huayi Hotel (Shenzhen Bao'an Pingzhou Metro Station Branch),22.573949,113.871677,,hotel
Huayi Hotel (Shenzhen North Station Branch),22.623724,114.029255,,hotel
Huayuanli · Restaurant (Minzhi Branch),22.627989,114.037530,,poi
Huiji Charcoal-Grilled Seafood (Futian Branch),22.538148,114.098864,,poi
Huiyu Hotel (Shenzhen Futian Port Convention and Exhibition Center Branch),22.522552,114.050320,,hotel
Huopangzi Fatty Intestine Pot (Nanxin Branch),22.530205,113.919004,,poi
Huoxi,22.538417,114.051230,,poi
Huoxi · Zi Yin Jiuzhou,22.536239,113.955378,,poi
Hyatt Regency Shenzhen Yantian · Seafood & BBQ Buffet,22.551716,114.238065,,poi
Hyatt Shenzhen Airport Hotel · Market Café Buffet · Fun · Family Restaurant,22.622030,113.812272,,poi
Hyatt Shenzhen Airport · Xiangyue Chinese Restaurant,22.625650,113.812950,,poi
Hyatt Yantian Shenzhen · Xiang Yue Chinese Restaurant,22.551323,114.237810,,poi
HydePark International Apartment Hotel (Nanshan Houhai Metro Station Branch),22.518380,113.941484,,hotel
INNOGYM Hotel Shenzhen Nanshan Science and Technology Park,22.542496,113.933734,,hotel
Ice Village Uncle Clay Pot Porridge and Dessert Shop (Meilin Ju Branch),22.565981,114.058365,,poi
Ice Village Uncle Clay Pot Porridge and Dessert Shop (Meilin Ju Branch),22.565981,114.058365,,restaurant
InterContinental Shenzhen Dameisha · Executive Club · Azure Restaurant · Steak · Seafood · Red Wine & Whisky,22.598212,114.315670,,poi
Island Diary Campsite,22.616465,114.387498,,poi
JOURNÉE Xianei Western Restaurant,22.542556,113.955962,,poi
JW Marriott Hotel Shenzhen Jinmao · JW Chinese Restaurant,22.536500,114.032300,,poi
JW Marriott Hotel Shenzhen Qianhai OCT · Metropolis Buffet,22.546515,113.880813,,poi
JW Marriott Shenzhen Jinmao · Lobby Lounge,22.536510,114.032211,,poi
Jai Aloi Restaurant (Huaqiangbei Branch),22.545283,114.086214,,poi
Japanese Invasion Bunker,22.779310,113.855686,,attraction
Ji Hotel (Shenzhen Nanshan Langshan Road Branch),22.555649,113.949900,,hotel
Ji Hotel (Shenzhen Nanshan Science and Technology Park Changyuan Hotel),22.550832,113.943003,,hotel
Ji Hotel (Shenzhen North Railway Station Metro Station Branch),22.605356,114.034682,,hotel
Ji Pu Ting Restaurant (Nanshan Taigucheng Branch),22.500937,113.938321,,poi
Ji Zhi · Japanese Charcoal Yakiniku (The MixC Jinwei Building Branch),22.538663,114.113512,,poi
Jia Hua Snacks (Shekou Branch),22.485834,113.928120,,poi
Jiajun Eight-Treasure Beef Offal,22.486504,113.929618,,poi
Jiajun Eight-Treasure Beef Offal,22.486504,113.929618,,restaurant
Jiang Nan Chu Zi (China Resources MixC Branch),22.540095,114.111193,,poi
Jiangchuan (The MixC Kingway Building Branch),22.538680,114.113600,,poi
Jiangchuan Dim Sum (Shangmeilin Branch),22.571162,114.058900,,poi
Jianguo Puyin Hotel (Shenzhen Huaqiang Branch),22.540059,114.088595,,hotel
Jiangwei Lobster Restaurant (Nanshan Branch),22.524900,113.922500,,poi
Jiaochangwei,22.596202,114.515520,,attraction
Jiaochangwei Longqi Bay Yacht Club,22.596374,114.519673,,attraction
Jiaodisha,22.561188,114.562404,,attraction
Jiayuan Hotel,22.535872,114.058156,,poi
Jin Ge Ge Hong Kong Soy Sauce Chicken (Coastal City Branch),22.517726,113.935630,,poi
Jin Gu 1 Hao Seafood Restaurant (Tairan 6th Road Branch),22.530843,114.021415,,poi
Jin Ye Ke (Inbang Center Branch),22.544537,114.012026,,poi
Jing Wei Zhang · Beijing Roast Duck Restaurant (Luohu Branch),22.550274,114.107737,,poi
Jing Zhi Fang,22.539257,113.994848,,poi
Jing Zhuang · Copper Pot Shuan (OCT Branch),22.538155,113.992076,,poi
Jingming Yagu Hotel,22.751444,113.962872,,hotel
Jinhang Hotel · Taoyuan Feast,22.606252,114.154253,,poi
Jinhuangting (Futian Branch),22.533893,114.062811,,poi
Jinjiang Metropolo Hotel (Shenzhen Longgang Central City Longcheng Square Branch),22.730705,114.243158,,hotel
Jinlong Fuhua Hotel (Pingshan High-Speed Railway Station Branch),22.680678,114.324089,,hotel
Jinsen Hotel (Shenzhen International Convention and Exhibition Center Branch),22.706634,113.800105,,hotel
Jinxiu Garden,22.532352,114.065960,,attraction
Jiu Bing · Beijing Roast Duck (Tian'an Cloud Valley Branch),22.660028,114.068305,,poi
Jiu Hao Fish Port (Bagualing Branch),22.557858,114.099479,,poi
Jiu Jiang Beef Hot Pot (Haiwang Galaxy Branch),22.540439,113.941777,,poi
Jiu Yu Yun Lai Wine Bar YUYUN WINEBAR,22.536805,114.021599,,poi
Jiujianfang Homestay (Nantou Ancient City Branch),22.543345,113.920528,,hotel
Jiushi Zhe · Shunde Cuisine · Camping BBQ · Team Building (Shopping Park Branch),22.535000,114.053780,,poi
Ju Yan Hutong BBQ Night Food (Poly Branch),22.517247,113.938158,,poi
Juediaosha Laihua · Fanhaihui Marine Sports Center,22.562315,114.559473,,attraction
Junde Holiday Hotel (Shenzhen OCT Branch),22.540267,113.995765,,hotel
Jungle Cable Car,22.614579,114.307911,,attraction
Junting Chinese Restaurant (Huaqiang Road Branch),22.539913,114.083608,,poi
JunyiKaidi Hotel (Shenzhen International Convention and Exhibition Center Branch),22.713415,113.804774,,hotel
KUDDO COFFEE (G&G Creative Community Branch),22.491685,113.918585,,poi
KUDDO COFFEE (G&G Creative Community Branch),22.491685,113.918585,,restaurant
KYOKU Japanese Cuisine (Kerry Centre Plaza Branch),22.535957,114.058003,,poi
Kaisa Keyu Selected Hotel (Shenzhen Dapeng Branch),22.594966,114.474029,,hotel
Kaloo Ice and Snow World,22.723564,114.086110,,attraction
Ke Ming Ice Room (Gemdale Weixin Center Branch),22.517022,114.037815,,poi
Ke Yu Hakka Cuisine (Bao'an Haiya Branch),22.559754,113.905779,,poi
Keming Cafe (Central City Branch),22.535420,114.059150,,poi
Kexing Technology Park,22.553843,113.950104,,attraction
Keyu Concept Store (Coastal City Branch),22.517130,113.935369,,poi
Kezan Apartment (Shenzhen International Convention and Exhibition Center Branch),22.706685,113.777654,,hotel
Kibar Japanese Skewers & Yakitori (Lv Jing NEO Branch),22.536101,114.029748,,poi
Kuan Mi Clay Pot Porridge (Baishizhou Branch),22.532808,113.967090,,poi
Kuiyong Guanhu Village Beach,22.607950,114.429033,,attraction
Kyriad Hotel (Shenzhen Longhua Dalang Commercial Center Branch),22.667640,114.003522,,hotel
L'Avenue,22.537442,114.065262,,poi
LAN SUSHI & COCKTAIL,22.521824,114.053244,,poi
LONFOOD (Shopping Park Branch),22.533914,114.054374,,poi
La Ke Ke Freshly Stir-fried Yellow Beef (INTOWN Branch),22.531713,114.065359,,poi
Langham Place Shenzhen · Ting Lang,22.536197,114.020374,,poi
Langqi Yacht Club,22.560046,114.567920,,attraction
Lanshanting,22.536512,114.051115,,poi
Lanting Chaoxihui · Chaoshan Cuisine (Xiangmi Lake Branch),22.551097,114.029865,,poi
Lantu Meiji Hotel (Shenzhen International Convention and Exhibition Center Branch),22.700604,113.799604,,hotel
"Lao Dachang Restaurant Co., Ltd.",22.539863,114.082521,,poi
Lao Ganbei (Ping An Finance Center Branch),22.533064,114.055691,,poi
Lao Ji Shi · Shanghai Cuisine (Shenzhen Bay MixC Branch),22.516631,113.946378,,poi
Lao Wan Hui Shaanxi Handmade Noodles (Qun Xing Branch),22.547999,114.087371,,poi
Lao Zhou Ji Shunde Double-Skin Milk,22.566402,114.053342,,poi
Latina · Brazilian Steakhouse (Sea World Branch),22.482896,113.917561,,poi
Lavande Hotel (Shenzhen Bay Houhai Avenue Branch),22.487375,113.935535,,hotel
