city,attraction_name,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price,popularity_tags,crowd_risk,queue_risk,peak_crowd_windows
Beijing,China Science and Technology Museum,,Museum/Memorial Hall,,40.012333,116.404938,,09:30,17:00,,2.0,2.5,0.0,family_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Olympic Park,,Amusement Park/Sports & Entertainment,,39.999245,116.399206,,06:30,22:00,,2.5,4.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Beijing,Tiananmen Square,,Cultural Landscape,,39.910095,116.404091,,00:00,22:00,,0.5,1.0,0.0,classic_hotspot;culture_hotspot;photo_spot,high,high,holiday;weekend;festival_period
Beijing,Yonghe Temple,,Cultural Tourism Zone,,39.953314,116.423776,,09:00,17:00,,1.0,2.5,0.0,classic_hotspot;culture_hotspot;photo_spot,high,medium,weekend;holiday;festival_period
Beijing,Bird's Nest (National Stadium),,Amusement Park/Sports & Entertainment,,39.999285,116.402845,,10:00,22:00,,2.5,4.0,96.0,classic_hotspot;photo_spot;night_hotspot,high,medium,weekend;holiday;evening;festival_period
Beijing,Ming Tombs,,Historical Sites,,40.263544,116.231846,,08:30,18:00,,1.5,3.0,30.0,classic_hotspot;culture_hotspot;nature_hotspot,medium,medium,weekend;holiday
Beijing,Shichahai,,Cultural Landscape,,39.948373,116.391243,,00:00,24:00,,1.5,3.0,0.0,classic_hotspot;night_hotspot;photo_spot;culture_hotspot,high,medium,weekend;holiday;evening
Beijing,National Natural History Museum,,Museum/Memorial Hall,,39.889596,116.406249,,00:00,24:00,,1.0,2.5,0.0,classic_hotspot;family_hotspot;culture_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Jingshan Park,,Park,,39.932136,116.402966,,06:00,21:00,,2.0,3.0,0.0,classic_hotspot;photo_spot;culture_hotspot,high,medium,weekend;holiday;evening
Beijing,Military Museum of the Chinese People's Revolution,,Museum/Memorial Hall,,39.914968,116.33021,,09:00,17:00,,2.0,2.5,0.0,classic_hotspot;family_hotspot;culture_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Geological Museum of China,,Museum/Memorial Hall,,39.929388,116.378741,,09:00,16:30,,1.5,3.0,15.0,,,,
Beijing,Gubei Water Town,,Cultural Tourism Zone,,40.661046,117.284632,,09:00,22:30,,2.0,2.5,140.0,viral;photo_spot;night_hotspot;family_hotspot,high,medium,weekend;holiday;evening;winter
Beijing,Beijing Happy Valley,,Amusement Park/Sports & Entertainment,,39.873868,116.501309,,09:30,22:00,,1.0,2.5,299.0,family_hotspot;nature_hotspot,medium,low,weekend;holiday;summer;school_holiday
Beijing,Beijing Aquarium,,Amusement Park/Sports & Entertainment,,39.950257,116.347445,,09:00,17:30,,0.5,1.0,0.0,family_hotspot;nature_hotspot,medium,medium,weekend;holiday;summer;school_holiday
Beijing,Beijing Planetarium,,Museum/Memorial Hall,,39.943008,116.34338,,09:00,16:30,,0.5,1.0,0.0,classic_hotspot,medium,medium,weekend;holiday
Beijing,National Centre for the Performing Arts,,Cultural Landscape,,39.91123,116.396261,,09:00,17:00,,1.0,2.0,27.0,culture_hotspot,medium,medium,weekend;holiday
Beijing,Xiangshan Park,,Park,,39.995693,116.194051,,06:00,19:30,,3.0,4.0,10.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Beijing,Beihai Park,,Park,,39.934167,116.395006,,06:00,21:00,,2.5,4.0,0.0,classic_hotspot;culture_hotspot;nature_hotspot;family_hotspot,medium,low,weekend;holiday;summer
Beijing,Nanluoguxiang,,Commercial District,,39.943166,116.4095,,00:00,24:00,,1.0,2.5,0.0,viral;photo_spot;shopping_hotspot;culture_hotspot,high,medium,weekend;holiday;evening
Beijing,Juyongguan Great Wall,,Historical Sites,,40.297394,116.078214,,06:30,18:00,,1.0,2.0,40.0,classic_hotspot,high,medium,weekend;holiday
Beijing,Chaoyang Park,,Park,,39.950002,116.489114,,06:00,22:00,,2.5,4.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Beijing,POP MART City Land,,Amusement Park/Sports & Entertainment,,39.948516,116.481208,,10:00,20:00,,0.5,1.0,148.0,viral;family_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Water Cube (National Aquatics Center),,Amusement Park/Sports & Entertainment,,39.999266,116.396829,,10:30,22:30,,2.0,3.0,29.0,night_hotspot,low,medium,weekend;holiday;evening
Beijing,Beijing Grand View Garden,,Cultural Landscape,,39.877081,116.362822,,07:30,18:00,,3.0,4.0,40.0,classic_hotspot,medium,medium,weekend;holiday
Beijing,Beijing Auto Museum,,Museum/Memorial Hall,,39.835043,116.308108,,09:00,17:00,,1.0,1.5,30.0,,,,
Beijing,World Park,,Amusement Park/Sports & Entertainment,,39.81671,116.293772,,09:00,17:00,,1.0,2.5,95.0,photo_spot;family_hotspot;nature_hotspot,medium,low,weekend;holiday;summer;school_holiday
Beijing,Qianmen Street,,Commercial District,,39.899651,116.40452,,00:00,24:00,,2.5,4.0,0.0,photo_spot;shopping_hotspot,medium,low,weekend;holiday
Beijing,Wangfujing,,Commercial District,,39.91979,116.418038,,00:00,24:00,,3.0,3.5,0.0,shopping_hotspot;classic_hotspot;night_hotspot;photo_spot,high,low,weekend;holiday;evening
Beijing,Tiananmen Tower,,Historical Sites,,39.915407,116.403865,,08:30,15:30,,1.0,1.5,0.0,classic_hotspot,high,,weekend;holiday
Beijing,Lao She Teahouse,,Cultural Landscape,,39.906052,116.399659,,10:00,22:00,,3.0,4.0,180.0,,,,
Beijing,Madame Tussauds Beijing,,Museum/Memorial Hall,,39.903663,116.404671,,10:00,21:00,,2.0,3.5,129.0,,,,
Beijing,Temple of Confucius and the Imperial Academy Museum,,Museum/Memorial Hall,,39.953111,116.420343,,09:00,17:00,,1.0,1.5,0.0,classic_hotspot;family_hotspot;culture_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Badaling Wildlife World,,Amusement Park/Sports & Entertainment,,40.359586,116.001343,,08:00,17:00,,1.0,2.5,85.0,,,,
Beijing,Treasure Gallery of the Forbidden City,,Museum/Memorial Hall,,39.925979,116.406346,,08:30,17:00,,2.0,3.0,0.0,,,,
Beijing,Hall of Supreme Harmony,,Historical Sites,,39.923657,116.403432,,08:30,17:00,,2.0,3.5,0.0,,,,
Beijing,Mao Zedong Memorial Hall,,Museum/Memorial Hall,,39.908876,116.404145,,08:00,12:00,,2.5,4.0,0.0,,,,
Beijing,Meridian Gate,,Historical Sites,,39.920105,116.403705,,08:30,17:00,,1.5,2.0,0.0,,,,
Beijing,Pacific Underwater World,,Amusement Park/Sports & Entertainment,,39.924905,116.312596,,08:30,17:30,,0.5,1.0,90.0,,,,
Beijing,798 Art District,,Art Museum/Gallery,,39.991061,116.501104,,00:00,24:00,,2.5,4.0,0.0,viral;photo_spot;culture_hotspot,high,low,weekend;holiday;evening
Beijing,Tsinghua University Art Museum,,Art Museum/Gallery,,40.007638,116.342234,,09:00,17:00,,0.5,1.0,0.0,,,,
Beijing,Central Radio & TV Tower,,Cultural Landscape,,39.925494,116.313595,,08:30,18:00,,2.0,2.5,90.0,,,,
Beijing,Deyun Society Theater,,Cultural Landscape,,39.890323,116.404395,,19:15,22:00,,1.5,3.0,698.0,,,,
Beijing,Mutianyu Great Wall Cable Car and Toboggan,,Amusement Park/Sports & Entertainment,,40.437922,116.570303,,08:00,17:00,,1.5,2.0,0.0,,,,
Beijing,Yanqi Lake,,Park,,40.403587,116.690837,,08:30,17:30,,3.0,4.0,42.0,photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Beijing,Former Residence of Soong Ching Ling in Beijing,,Red Tourism Sites,,39.951737,116.389564,,09:00,17:00,,3.0,3.5,20.0,,,,
Beijing,Water Cube Water Park,,Amusement Park/Sports & Entertainment,,39.998775,116.39662,,10:00,18:00,,1.5,3.0,136.99,,,,
Beijing,Tanzhe Temple,,Historical Sites,,39.91122,116.03762,,08:30,16:30,,1.0,2.0,50.0,culture_hotspot;nature_hotspot,low,medium,weekend;holiday;summer
Beijing,Huanghuacheng Water Great Wall,,Historical Sites,,40.419287,116.307167,,08:30,17:00,,3.0,3.5,58.0,,,,
Beijing,Dashilan,,Commercial District,,39.901535,116.397634,,00:00,24:00,,0.5,1.0,0.0,classic_hotspot,medium,medium,weekend;holiday
Beijing,Bell and Drum Towers,,Historical Sites,,39.948732,116.40236,,09:30,17:30,,1.0,2.0,10.0,,,,
Beijing,Drum Tower,,Historical Sites,,39.946841,116.40237,,09:30,17:30,,0.5,2.0,0.0,,,,
Beijing,Beijing Olympic Tower,,Amusement Park/Sports & Entertainment,,40.014691,116.40065,,09:00,22:00,,2.5,3.0,118.0,,,,
Beijing,Hongluo Temple,,Cultural Tourism Zone,,40.389488,116.634124,,00:00,24:00,,0.5,1.5,54.0,,,,
Beijing,Badachu Park,,Park,,39.968352,116.189212,,06:00,18:00,,2.5,3.0,10.0,,,,
Beijing,Imperial Academy,,Historical Sites,,39.953116,116.419591,,09:00,17:00,,0.5,1.0,0.0,classic_hotspot,medium,medium,weekend;holiday
Beijing,Museum of the Chinese People's Revolution,,Museum/Memorial Hall,,39.989186,116.397793,,08:30,18:00,,2.0,3.0,45.0,,,,
Beijing,Sanlitun,,Commercial District,,39.940602,116.458347,,09:00,23:00,,1.0,1.5,0.0,viral;night_hotspot;shopping_hotspot,high,medium,weekend;holiday;evening
Beijing,Giant Panda Pavilion,,Amusement Park/Sports & Entertainment,,39.945481,116.34581,,08:00,18:00,,1.0,2.0,0.0,,,,
Beijing,Fuguo Underwater World,,Amusement Park/Sports & Entertainment,,39.933996,116.453669,,09:00,17:30,,1.0,1.5,91.0,,,,
Beijing,Longqing Gorge,,Natural Scenery,,40.557851,116.009343,,08:30,17:00,,1.0,2.5,40.0,,,,
Beijing,Dingling Tomb,,Historical Sites,,40.30048,116.232421,,08:30,18:00,,1.5,2.0,60.0,,,,
Beijing,LEGOLAND Discovery Centre Beijing,,Amusement Park/Sports & Entertainment,,39.930684,116.602649,,10:30,18:30,,1.0,1.5,180.0,,,,
Beijing,Simatai Great Wall,,Historical Sites,,40.663649,117.292856,,09:00,16:10,,1.5,2.0,40.0,,,,
Beijing,Shijingshan Amusement Park,,Amusement Park/Sports & Entertainment,,39.91784,116.215231,,09:00,17:30,,2.0,3.0,10.0,,,,
Beijing,Capital Museum,,Museum/Memorial Hall,,39.912283,116.349192,,09:00,17:00,,1.5,2.0,0.0,classic_hotspot;family_hotspot;culture_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Beijing Liu Laogen Grand Stage,,Amusement Park/Sports & Entertainment,,39.899788,116.406961,,20:00,22:15,,0.5,1.5,580.0,,,,
Beijing,Hall of Prayer for Good Harvests,,Historical Sites,,39.889922,116.419288,,08:00,18:00,,2.0,3.5,0.0,classic_hotspot,high,,weekend;holiday
Beijing,Houhai,,Park,,39.948183,116.394776,,00:00,24:00,,2.5,3.0,0.0,,,,
Beijing,Former Residence of Ji Xiaolan,,Historical Sites,,39.896319,116.393561,,09:00,18:00,,2.0,3.0,10.0,,,,
Beijing,Guanfu Museum,,Museum/Memorial Hall,,40.013243,116.540404,,09:00,16:00,,2.0,3.0,88.0,,,,
Beijing,National Library of China,,Museum/Memorial Hall,,39.949689,116.329894,,09:00,21:00,,1.0,2.0,0.0,,,,
Beijing,National Art Museum of China,,Art Museum/Gallery,,39.931462,116.415454,,09:00,17:00,,2.0,2.5,0.0,photo_spot;culture_hotspot,medium,medium,weekend;holiday
Beijing,Ditan Park,,Historical Sites,,39.959692,116.419984,,06:00,21:30,,1.0,2.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Beijing,China Rosewood Museum,,Museum/Memorial Hall,,39.916834,116.532527,,09:00,17:00,,2.5,4.0,50.0,,,,
Beijing,Beijing Labagou Primeval Forest Park,,Natural Scenery,,40.965737,116.495711,,07:30,17:30,,1.0,2.0,38.0,,,,
Beijing,Panjiayuan Antique Market,,Commercial District,,39.881199,116.465329,,09:00,21:00,,3.0,3.5,0.0,,,,
Beijing,Great Hall of the People,,Cultural Landscape,,39.911394,116.400238,,09:00,15:00,,0.5,1.0,0.0,,,,
Beijing,Beijing Expo Park,,Park,,40.450315,115.957449,,09:00,17:00,,3.0,4.0,60.0,,,,
Beijing,Jiugukou Nature Reserve,,Natural Scenery,,40.450379,116.668525,,08:30,17:00,,1.5,2.0,0.0,,,,
Beijing,World Flower Park,,Park,,39.841376,116.359803,,00:00,24:00,,2.0,3.0,50.0,,,,
Beijing,Suspended Glass Art Museum,,Art Museum/Gallery,,39.922161,116.418481,,10:00,20:00,,3.0,3.5,39.9,,,,
Beijing,Lugou Bridge,,Historical Sites,,39.856421,116.228721,,07:30,19:00,,2.0,3.5,20.0,,,,
Beijing,Badaling Ancient Great Wall (Ruined Great Wall),,Historical Sites,,40.356556,115.979423,,09:00,16:30,,2.0,3.0,54.0,,,,
Beijing,China Arts and Crafts Museum / China Intangible Cultural Heritage Museum,,Museum/Memorial Hall,,40.009944,116.404125,,09:00,17:00,,0.5,1.0,0.0,,,,
Beijing,teamLab Borderless,,Art Museum/Gallery,,39.930772,116.524819,,10:30,19:00,,1.0,2.0,193.0,,,,
Beijing,Red Brick Art Museum,,Art Museum/Gallery,,40.048543,116.506291,,10:00,18:00,,0.5,1.0,150.0,photo_spot;culture_hotspot,medium,medium,weekend;holiday
Beijing,National Speed Skating Oval,,Amusement Park/Sports & Entertainment,,40.023485,116.384188,,12:00,18:00,,1.0,1.5,40.0,,,,
Beijing,Echo Wall,,Historical Sites,,39.884433,116.41951,,08:00,18:00,,1.0,2.0,0.0,classic_hotspot,high,,weekend;holiday
Beijing,Beijing Maya Beach Water Park,,Amusement Park/Sports & Entertainment,,39.873927,116.500997,,00:00,24:00,,0.5,2.0,0.0,,,,
Beijing,Liangma River International Waterfront,,Park,,39.955013,116.485426,,15:00,18:30,,1.0,1.5,0.0,,,,
Beijing,Wendu Water City · Water Dream Wonderland,,Amusement Park/Sports & Entertainment,,40.110253,116.377085,,10:00,18:00,,3.0,4.0,118.0,,,,
Beijing,Yuyuantan Park,,Park,,39.92195,116.329057,,06:00,21:30,,2.5,3.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Beijing,China Film Museum,,Museum/Memorial Hall,,40.0028,116.526921,,09:00,17:00,,2.5,4.0,0.0,,,,
Beijing,CITIC Tower,,Commercial District,,39.922006,116.458637,,10:00,22:00,,3.0,4.0,0.0,,,,
Beijing,Baiyun Temple,,Historical Sites,,39.906539,116.350119,,08:30,16:30,,2.5,4.0,0.0,,,,
Beijing,"Clock Gallery, Palace Museum",,Museum/Memorial Hall,,39.925225,116.405192,,08:30,17:00,,1.0,2.5,0.0,,,,
Beijing,Monument to the People's Heroes,,Red Tourism Sites,,39.910966,116.404165,,00:00,24:00,,0.5,2.0,0.0,classic_hotspot,high,medium,weekend;holiday
Beijing,Grand Canal Museum,,Museum/Memorial Hall,,39.887286,116.723345,,10:00,20:00,,0.5,1.0,0.0,,,,
Beijing,Beijing Municipal Archives,,Museum/Memorial Hall,,39.890999,116.477648,,09:00,17:00,,2.5,3.0,0.0,,,,
Beijing,National Botanical Garden (Former Beijing Botanical Garden),,Park,,40.008872,116.216152,,06:00,21:00,,1.0,1.5,0.0,family_hotspot;nature_hotspot,medium,low,weekend;holiday;summer;school_holiday
Beijing,Future Water World,,Amusement Park/Sports & Entertainment,,39.863532,116.692107,4.7,09:00,20:00,,0.5,1.0,473,,,,
Beijing,Changling Tomb,,Historical Sites,,40.306283,116.255634,,08:30,18:00,,3.0,4.0,45.0,,,,
Beijing,China Aviation Museum,,Museum/Memorial Hall,,40.192095,116.372885,,09:00,17:00,,1.0,1.5,0.0,classic_hotspot;family_hotspot;culture_hotspot,medium,medium,weekend;holiday;school_holiday
Beijing,Xidan Commercial Street,,Commercial District,,39.917372,116.380941,,00:00,24:00,,0.5,1.0,0.0,,,,
Beijing,Kunming Lake,,Park,,39.999894,116.278314,,06:30,18:00,,1.5,3.0,0.0,,,,
Beijing,Pofengling,,Natural Scenery,,39.709779,115.84427,,08:00,17:00,,2.5,3.0,30.0,,,,
Beijing,Baita Temple,,Historical Sites,,39.930757,116.369903,,09:00,17:00,,1.0,2.0,0.0,,,,
Beijing,Longtan Zhonghu Park,,Park,,39.882817,116.439721,,06:00,22:00,,1.0,2.5,0.0,,,,
Beijing,Shuiguan Great Wall,,Historical Sites,,40.343181,116.044886,,09:00,16:30,,0.5,2.0,35.0,,,,
Beijing,Wudaoying Hutong,,Commercial District,,39.954871,116.415418,,00:00,24:00,,2.0,2.5,0.0,classic_hotspot,medium,medium,weekend;holiday
Beijing,Taoranting Park,,Park,,39.88066,116.388442,,06:00,22:00,,1.0,2.0,0.0,,,,
Beijing,Beijing Qushui Lanting Spa,,Amusement Park/Sports & Entertainment,,39.911218,116.51187,,00:00,24:00,,1.0,2.0,1208.9,,,,
Beijing,National Zoological Museum,,Museum/Memorial Hall,,40.011196,116.392992,,09:00,17:00,,2.0,3.5,0.0,,,,
Beijing,Dongjiaominxiang,,Historical Sites,,39.90893,116.417056,,00:00,24:00,,2.0,3.0,0.0,,,,
Beijing,Phoenix Center,,Cultural Landscape,,39.940342,116.480337,,10:00,17:00,,1.5,3.0,0.0,,,,
Beijing,Beijing Working People's Cultural Palace,,Cultural Tourism Zone,,39.918736,116.406195,,06:30,19:00,,2.0,3.5,0.0,,,,
Beijing,Chaoyang Theatre Acrobatics,,Amusement Park/Sports & Entertainment,,39.928194,116.468861,4.7,16:00,20:00,,0.5,2.0,108,,,,
Beijing,Olympic Forest Park,,Park,,40.025231,116.3968,,06:00,21:00,,0.5,1.5,0.0,,,,
Beijing,Zhoukoudian Peking Man Site Museum,,Museum/Memorial Hall,,39.693589,115.943241,,09:00,16:30,,0.5,1.0,30.0,,,,
Beijing,"Jinhai Lake, Pinggu, Beijing",,Natural Scenery,,40.187348,117.310896,,08:30,17:30,,3.0,4.0,38.0,,,,
Beijing,Seventeen-Arch Bridge,,Historical Sites,,39.997,116.283926,,06:30,18:00,,1.0,1.5,0.0,classic_hotspot;viral;photo_spot,high,medium,weekend;holiday
Beijing,National Museum of Chinese Writing,,Museum/Memorial Hall,,39.948853,116.330581,,09:00,17:00,,2.5,3.0,0.0,,,,
Beijing,Chengshi Avenue,,Commercial District,,39.855987,116.683649,,08:00,23:00,,0.5,2.0,0.0,,,,
Beijing,Yudu Mountain Scenic Area,,Natural Scenery,,40.55826,115.895804,,08:30,15:30,,1.0,2.0,60.0,classic_hotspot;photo_spot;nature_hotspot,medium,medium,weekend;holiday;summer
Beijing,Beijing Xishan National Forest Park,,Park,,39.982469,116.201277,,08:00,18:00,,2.5,3.0,10.0,,,,
Beijing,Yandai Xiejie,,Commercial District,,39.945443,116.400974,,00:00,24:00,,2.0,2.5,0.0,photo_spot;shopping_hotspot,medium,low,weekend;holiday
Beijing,Zhongshan Park,,Park,,39.916729,116.400516,,06:00,21:00,,3.0,4.0,0.0,,,,
Beijing,Huguo Temple,,Historical Sites,,39.941127,116.381757,4.4,00:00,24:00,,2.0,2.5,16,classic_hotspot,high,,weekend;holiday
Beijing,Leduogang Kale Planet,,Amusement Park/Sports & Entertainment,,40.241035,116.196994,,09:30,18:00,,0.5,1.0,179.0,,,,
Beijing,Beijing Jinhai Lake Bibo Island Resort,,Amusement Park/Sports & Entertainment,,40.173688,117.336098,,09:00,17:00,,1.5,3.0,158.0,,,,
Beijing,Ziyuwan Pier,,Cultural Landscape,,39.950809,116.323237,,09:00,16:00,,2.0,3.5,0.0,,,,
Beijing,SOLANA Blue Harbor,,Commercial District,,39.955084,116.482406,,00:00,24:00,,0.5,2.0,0.0,nature_hotspot,low,medium,weekend;holiday;summer
Beijing,Old Beijing Hutou Tour,,Cultural Landscape,,39.940188,116.396212,,07:00,16:00,,1.0,2.0,0.0,,,,
Beijing,Yeyahu National Wetland Park,,Park,,40.414865,115.864833,,09:00,17:00,,0.5,2.0,50.0,,,,
Beijing,Jiankou Great Wall,,Historical Sites,,40.449159,116.541112,,00:00,24:00,,0.5,1.0,0.0,,,,
Beijing,Galaxy SOHO,,Commercial District,,39.92661,116.439685,,00:00,24:00,,2.0,3.5,0.0,,,,
Beijing,Van Gogh Starry Sky Art Museum (Wangfujing Flagship Store),,Art Museum/Gallery,,39.916613,116.418247,,10:00,21:00,,1.0,1.5,39.9,,,,
Beijing,Corner Tower,,Historical Sites,,39.928846,116.407488,,08:30,17:00,,3.0,4.0,0.0,,,,
Beijing,Heping Guju,,Commercial District,,39.920345,116.416782,,10:00,22:00,,2.0,3.0,0.0,,,,
Beijing,Shidu Scenic Area,,Natural Scenery,,39.644148,115.606473,,08:00,17:00,,2.0,3.0,0.0,,,,
Beijing,Beijing International Flower Port,,Park,,40.187688,116.803564,,09:00,17:00,,1.0,2.0,30.0,,,,
Beijing,Heilongtan Scenic Area,,Natural Scenery,,40.569355,116.793737,,09:00,17:00,,1.5,3.0,58.0,,,,
Beijing,Beijing Art Museum,,Museum/Memorial Hall,,39.952595,116.317868,,09:00,17:00,,1.5,3.0,20.0,,,,
Beijing,Chang'an Avenue,,Commercial District,,39.914246,116.415894,,00:00,24:00,,1.5,2.0,0.0,classic_hotspot,high,,weekend;holiday
Beijing,Great Wall Man Viewing Platform,,Cultural Landscape,,40.36194,116.01666,,06:00,22:30,,3.0,4.0,0.0,,,,
Beijing,Beijing Folklore Museum,,Museum/Memorial Hall,,39.929847,116.450503,,08:30,16:30,,1.5,2.0,10.0,,,,
Beijing,Beijing Lu Xun Museum (Beijing New Culture Movement Memorial Hall),,Museum/Memorial Hall,,39.931264,116.36503,,09:00,16:00,,0.5,2.0,0.0,,,,
Beijing,Tower of Buddhist Incense,,Cultural Landscape,,40.005295,116.280371,,09:00,16:00,,2.0,2.5,0.0,classic_hotspot,high,,weekend;holiday
Beijing,Beijing Fang,,Commercial District,,39.904283,116.402433,,10:00,22:00,,2.0,3.0,0.0,shopping_hotspot,low,medium,weekend;holiday
Beijing,"Marble Boat, Summer Palace, Beijing",,Cultural Landscape,,40.004311,116.276081,,06:30,18:00,,1.0,2.5,0.0,,,,
Beijing,Circular Mound Altar,,Historical Sites,,39.883274,116.419657,,08:00,17:30,,3.0,4.0,0.0,,,,
Beijing,Hall of Preserving Harmony,,Historical Sites,,39.924779,116.403357,,08:30,17:00,,2.5,4.0,0.0,,,,
Beijing,Beijing Liyuan Theatre,,Cultural Landscape,,39.892911,116.392263,,00:00,24:00,,1.5,2.0,88.0,,,,
Beijing,Beijing Ancient Architecture Museum,,Museum/Memorial Hall,,39.883595,116.398506,,09:00,17:00,,1.0,2.5,0.0,,,,
Beijing,Bell Tower,,Historical Sites,,39.948395,116.402205,,09:30,17:30,,2.0,3.0,10.0,classic_hotspot,high,,weekend;holiday
Beijing,Zizhuyuan Park,,Park,,39.948517,116.326003,,06:00,21:30,,1.5,2.0,0.0,,,,
Beijing,Baipu Temple,,Historical Sites,,40.124144,115.927283,,08:00,17:00,,1.5,3.0,0.0,,,,
Beijing,Temple of the Emperors,,Historical Sites,,39.930766,116.373959,,00:00,24:00,,1.0,1.5,0.0,,,,
Beijing,Yinshan Pagoda Forest,,Historical Sites,,40.320994,116.335118,,08:00,16:00,,0.5,1.5,20.0,,,,
Beijing,COFCO Xiangyun Town,,Commercial District,,40.095847,116.543123,,10:00,21:00,,2.5,4.0,0.0,,,,
Beijing,Gate of the Imperial Ancestral Temple,,Historical Sites,,39.916065,116.404527,,09:00,17:00,,0.5,1.0,0.0,,,,
Beijing,Hall of Central Harmony,,Historical Sites,,39.924221,116.403387,,08:30,17:00,,1.0,2.5,0.0,,,,
Beijing,Shenlu Scenic Area,,Historical Sites,,40.260807,116.23018,,08:30,18:00,,2.5,3.0,30.0,,,,
Beijing,Nangong Tourism Resort,,Amusement Park/Sports & Entertainment,,39.81265,116.161143,,09:00,21:00,,1.0,1.5,0.0,,,,
Beijing,Jietai Temple,,Historical Sites,,39.87673,116.092996,,08:30,16:45,,3.0,4.0,45.0,culture_hotspot,low,medium,weekend;holiday
Beijing,Imperial Garden,,Park,,39.927608,116.403161,,08:30,15:30,,1.5,2.0,0.0,,,,
Beijing,National Botanical Garden South Garden,,Park,,39.996967,116.217629,,08:00,18:00,,1.5,3.0,0.0,,,,
Beijing,Tongzhou Canal Park,,Park,,39.8824,116.748887,,00:00,21:00,,1.0,1.5,0.0,,,,
Beijing,Tongzhou Canal Cruise,,Amusement Park/Sports & Entertainment,,39.913558,116.693871,,09:30,10:30,,1.0,2.5,0.0,,,,
Beijing,China Customs Museum,,Museum/Memorial Hall,,39.913052,116.43929,,09:00,16:30,,2.0,3.0,0.0,,,,
Beijing,Shilin Gorge,,Natural Scenery,,40.268794,117.24851,,08:30,17:00,,2.0,3.0,68.0,,,,
Beijing,Beijing Wenyu River Park,,Park,,40.081409,116.471027,,06:00,21:00,,0.5,1.0,0.0,,,,
Beijing,Ming City Wall Ruins Park,,Park,,39.907202,116.434388,,08:30,19:30,,1.5,2.0,0.0,,,,
Beijing,Beijing (Tongzhou) Grand Canal Cultural Tourism Scenic Area,,Cultural Tourism Zone,,39.920126,116.67408,,09:00,17:00,,0.5,2.0,0.0,,,,
