origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index,sample_id
Beijing,Harbin,2025-11-16,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2025-11-16 15:00:00,2025-11-16 17:15:00,135,MF4960,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,473,1,319,"62,75"
Beijing,Harbin,2025-11-16,PVG,Shanghai Pudong International Airport,HRB,Taiping International Airport,2025-11-16 16:05:00,2025-11-16 19:05:00,180,MU8303,China Eastern Airlines,Economy,Sufficient,737-800,Medium Aircraft,Boeing,938,2,327,"62,75"
Beijing,Harbin,2025-11-16,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2025-11-16 20:45:00,2025-11-16 22:25:00,100,CA1639,Air China,Economy,Sufficient,737,Medium Aircraft,Boeing,490,1,317,"62,75"
Beijing,Harbin,2025-11-16,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2025-11-16 20:45:00,2025-11-16 22:25:00,100,ZH1639,Shenzhen Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,490,1,318,"62,75"
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:45:00,2026-04-30 08:45:00,120,CA1621,Air China,Business Class,Sufficient,737,Medium Aircraft,Boeing,1100,2,328,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:45:00,2026-04-30 08:45:00,120,CA1621,Air China,Economy,Sufficient,737,Medium Aircraft,Boeing,900,1,328,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:45:00,2026-04-30 08:45:00,120,SC5091,Shandong Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,920,1,329,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:45:00,2026-04-30 08:45:00,120,ZH1621,Shenzhen Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,920,1,330,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 06:55:00,2026-04-30 08:55:00,120,CA8383,Air China,Business Class,Sufficient,737,Medium Aircraft,Boeing,1400,2,352,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 06:55:00,2026-04-30 08:55:00,120,CA8383,Air China,Economy,Sufficient,737,Medium Aircraft,Boeing,800,1,352,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:55:00,2026-04-30 08:55:00,120,CN7139,Hainan Airlines | Grand China Air,Business Class,Sufficient,737,Medium Aircraft,Boeing,1160,2,331,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:55:00,2026-04-30 08:55:00,120,CN7139,Hainan Airlines | Grand China Air,Economy,Sufficient,737,Medium Aircraft,Boeing,770,1,331,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:55:00,2026-04-30 08:55:00,120,HU7139,Hainan Airlines | Hainan Airlines,Business Class,Sufficient,737,Medium Aircraft,Boeing,1160,2,332,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 06:55:00,2026-04-30 08:55:00,120,HU7139,Hainan Airlines | Hainan Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,770,1,332,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:10:00,115,CA1689,Air China,Business Class,Sufficient,737,Medium Aircraft,Boeing,2000,2,333,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:10:00,115,CA1689,Air China,Economy,Sufficient,737,Medium Aircraft,Boeing,900,1,333,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:10:00,115,SC5105,Shandong Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,920,1,334,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:10:00,115,ZH1689,Shenzhen Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,920,1,335,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:25:00,130,CZ6657,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,5260,2,353,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:25:00,130,CZ6657,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,890,1,353,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:15:00,2026-04-30 09:25:00,130,MF2132,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,900,1,354,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:55:00,2026-04-30 10:15:00,140,KN6163,China United Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,4950,2,355,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:55:00,2026-04-30 10:15:00,140,KN6163,China United Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1110,1,355,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:55:00,2026-04-30 10:15:00,140,MU5197,China Eastern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,1630,2,356,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 07:55:00,2026-04-30 10:15:00,140,MU5197,China Eastern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,950,1,356,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 08:15:00,2026-04-30 10:15:00,120,CA1643,Air China,Business Class,Sufficient,320,Medium Aircraft,Airbus,1900,2,336,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 08:15:00,2026-04-30 10:15:00,120,CA1643,Air China,Economy,Sufficient,320,Medium Aircraft,Airbus,1150,1,336,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 08:15:00,2026-04-30 10:15:00,120,SC5097,Shandong Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1200,1,337,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 08:15:00,2026-04-30 10:15:00,120,ZH1643,Shenzhen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1200,1,338,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 08:30:00,2026-04-30 10:35:00,125,3U1562,Sichuan Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,5950,2,357,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 08:30:00,2026-04-30 10:35:00,125,3U1562,Sichuan Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,970,1,357,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 08:30:00,2026-04-30 10:35:00,125,CZ6204,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,1800,2,358,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 08:30:00,2026-04-30 10:35:00,125,CZ6204,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,970,1,358,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 08:30:00,2026-04-30 10:35:00,125,MF1828,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,980,1,359,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,3U1527,Sichuan Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,360,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,3U1527,Sichuan Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1230,1,360,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,CZ5983,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,361,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,CZ5983,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1230,1,361,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,MF1743,Xiamen Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,362,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,MF1743,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1240,1,362,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,MU3031,China Eastern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,363,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 09:30:00,2026-04-30 11:30:00,120,MU3031,China Eastern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1280,1,363,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,3U1524,Sichuan Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,6800,2,364,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,3U1524,Sichuan Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1400,1,364,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,CZ5968,China Southern Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,6800,2,365,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,CZ5968,China Southern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1400,1,365,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,MF1738,Xiamen Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,6800,2,366,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,MF1738,Xiamen Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1410,1,366,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,MU3030,China Eastern Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,6800,2,367,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 11:10:00,2026-04-30 13:15:00,125,MU3030,China Eastern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1450,1,367,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,3U1570,Sichuan Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,368,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,3U1570,Sichuan Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1400,1,368,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,CZ6220,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,369,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,CZ6220,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1400,1,369,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,MF1838,Xiamen Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,370,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,MF1838,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1410,1,370,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,MU3054,China Eastern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,371,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 12:00:00,2026-04-30 14:00:00,120,MU3054,China Eastern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1450,1,371,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 12:15:00,2026-04-30 14:15:00,120,CA1623,Air China,Business Class,Sufficient,737,Medium Aircraft,Boeing,2100,2,339,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 12:15:00,2026-04-30 14:15:00,120,CA1623,Air China,Economy,Sufficient,737,Medium Aircraft,Boeing,1570,1,339,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 12:15:00,2026-04-30 14:15:00,120,SC5746,Shandong Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,1570,1,340,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 12:15:00,2026-04-30 14:15:00,120,ZH1623,Shenzhen Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,1570,1,341,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 15:55:00,2026-04-30 18:00:00,125,3U1568,Sichuan Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,372,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 15:55:00,2026-04-30 18:00:00,125,3U1568,Sichuan Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1700,1,372,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 15:55:00,2026-04-30 18:00:00,125,CZ6218,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,373,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 15:55:00,2026-04-30 18:00:00,125,CZ6218,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1700,1,373,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 15:55:00,2026-04-30 18:00:00,125,MF1836,Xiamen Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,374,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 15:55:00,2026-04-30 18:00:00,125,MF1836,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1700,1,374,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 17:25:00,2026-04-30 19:30:00,125,CA1611,Air China,Business Class,Sufficient,C919,Medium Aircraft,COMAC,2600,2,342,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 17:25:00,2026-04-30 19:30:00,125,CA1611,Air China,Economy,Sufficient,C919,Medium Aircraft,COMAC,1870,1,342,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 17:25:00,2026-04-30 19:30:00,125,SC5087,Shandong Airlines,Economy,Sufficient,C919,Medium Aircraft,COMAC,1870,1,343,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 17:25:00,2026-04-30 19:30:00,125,ZH1611,Shenzhen Airlines,Economy,Sufficient,C919,Medium Aircraft,COMAC,1870,1,344,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 18:50:00,2026-04-30 20:55:00,125,3U1564,Sichuan Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,375,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 18:50:00,2026-04-30 20:55:00,125,3U1564,Sichuan Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1700,1,375,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 18:50:00,2026-04-30 20:55:00,125,CZ6208,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,376,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 18:50:00,2026-04-30 20:55:00,125,CZ6208,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1700,1,376,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 18:50:00,2026-04-30 20:55:00,125,MF1830,Xiamen Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,6800,2,377,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 18:50:00,2026-04-30 20:55:00,125,MF1830,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1700,1,377,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 19:15:00,2026-04-30 21:15:00,120,CA1641,Air China,Business Class,Sufficient,C919,Medium Aircraft,COMAC,2400,2,345,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 19:15:00,2026-04-30 21:15:00,120,CA1641,Air China,Economy,Sufficient,C919,Medium Aircraft,COMAC,1870,1,345,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 19:15:00,2026-04-30 21:15:00,120,SC5095,Shandong Airlines,Economy,Sufficient,C919,Medium Aircraft,COMAC,1870,1,346,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 19:15:00,2026-04-30 21:15:00,120,ZH1641,Shenzhen Airlines,Economy,Sufficient,C919,Medium Aircraft,COMAC,1870,1,347,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 20:20:00,2026-04-30 22:10:00,110,CA1639,Air China,Business Class,Sufficient,321,Medium Aircraft,Airbus,2400,2,348,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 20:20:00,2026-04-30 22:10:00,110,CA1639,Air China,Economy,Sufficient,321,Medium Aircraft,Airbus,1870,1,348,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 20:20:00,2026-04-30 22:10:00,110,SC5093,Shandong Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1870,1,349,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 20:20:00,2026-04-30 22:10:00,110,ZH1639,Shenzhen Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1870,1,350,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 22:05:00,2026-05-01 00:05:00,120,HU7129,Hainan Airlines | Hainan Airlines,Business Class,Sufficient,737,Medium Aircraft,Boeing,3330,2,351,
Beijing,Harbin,2026-04-30,PEK,Beijing Capital International Airport,HRB,Taiping International Airport,2026-04-30 22:05:00,2026-05-01 00:05:00,120,HU7129,Hainan Airlines | Hainan Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,1660,1,351,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 22:15:00,2026-05-01 00:05:00,110,KN6253,China United Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,4950,2,378,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 22:15:00,2026-05-01 00:05:00,110,KN6253,China United Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1620,1,378,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 22:15:00,2026-05-01 00:05:00,110,MF7516,Xiamen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1410,1,379,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 22:15:00,2026-05-01 00:05:00,110,MU6235,China Eastern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,1910,2,380,
Beijing,Harbin,2026-04-30,PKX,Beijing Daxing International Airport,HRB,Taiping International Airport,2026-04-30 22:15:00,2026-05-01 00:05:00,110,MU6235,China Eastern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1400,1,380,
