origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index,sample_id
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 14:50:00,2026-04-18 19:25:00,275,G123,High-Speed Rail,Second Class Seat,Sufficient,634,1,2830,33
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 14:50:00,2026-04-18 19:25:00,275,G123,High-Speed Rail,Business Class Seat,6,1969,1,2830,31
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 14:50:00,2026-04-18 19:25:00,275,G123,High-Speed Rail,No Seat,Sufficient,634,1,2830,34
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:02:00,2026-04-19 06:34:00,932,K349,Regular Express,No Seat,Sufficient,152.5,1,2831,36
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:02:00,2026-04-19 06:34:00,932,K349,Regular Express,Hard Sleeper,1,261.5,1,2831,40
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:02:00,2026-04-19 06:34:00,932,K349,Regular Express,Hard Seat,Sufficient,152.5,1,2831,42
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:02:00,2026-04-19 06:34:00,932,K349,Regular Express,Soft Sleeper,0,409.5,1,2831,38
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:02:00,2026-04-19 07:00:00,958,K349,Regular Express,No Seat,Sufficient,156.5,1,2832,37
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:02:00,2026-04-19 07:00:00,958,K349,Regular Express,Hard Sleeper,1,268.5,1,2832,41
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:02:00,2026-04-19 07:00:00,958,K349,Regular Express,Hard Seat,Sufficient,156.5,1,2832,43
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:02:00,2026-04-19 07:00:00,958,K349,Regular Express,Soft Sleeper,0,422.5,1,2832,39
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:11:00,2026-04-19 06:17:00,906,K383,Regular Express,No Seat,Sufficient,152.5,1,2833,46
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:11:00,2026-04-19 06:17:00,906,K383,Regular Express,Hard Sleeper,0,261.5,1,2833,50
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:11:00,2026-04-19 06:17:00,906,K383,Regular Express,Hard Seat,0,152.5,1,2833,52
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:11:00,2026-04-19 06:17:00,906,K383,Regular Express,Soft Sleeper,0,409.5,1,2833,48
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:11:00,2026-04-19 06:42:00,931,K383,Regular Express,No Seat,Sufficient,156.5,1,2834,47
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:11:00,2026-04-19 06:42:00,931,K383,Regular Express,Hard Sleeper,0,268.5,1,2834,51
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:11:00,2026-04-19 06:42:00,931,K383,Regular Express,Hard Seat,0,156.5,1,2834,53
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 15:11:00,2026-04-19 06:42:00,931,K383,Regular Express,Soft Sleeper,0,422.5,1,2834,49
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 15:35:00,2026-04-18 21:45:00,370,G3523,High-Speed Rail,First Class Seat,Sufficient,952,1,2835,57
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 15:35:00,2026-04-18 21:45:00,370,G3523,High-Speed Rail,Second Class Seat,Sufficient,595,1,2835,58
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 15:35:00,2026-04-18 21:45:00,370,G3523,High-Speed Rail,No Seat,Sufficient,595,1,2835,59
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 15:35:00,2026-04-18 21:45:00,370,G3523,High-Speed Rail,Special Class Seat,13,1095,1,2835,56
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:36:00,2026-04-19 08:39:00,1023,K1303,Regular Express,No Seat,Sufficient,152.5,1,2836,61
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:36:00,2026-04-19 08:39:00,1023,K1303,Regular Express,Hard Sleeper,1,261.5,1,2836,63
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:36:00,2026-04-19 08:39:00,1023,K1303,Regular Express,Hard Seat,0,152.5,1,2836,64
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 15:36:00,2026-04-19 08:39:00,1023,K1303,Regular Express,Soft Sleeper,0,409.5,1,2836,62
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 16:05:00,2026-04-18 20:47:00,282,G125,High-Speed Rail,First Class Seat,1,952,1,2837,67
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 16:05:00,2026-04-18 20:47:00,282,G125,High-Speed Rail,Second Class Seat,Sufficient,595,1,2837,68
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 16:05:00,2026-04-18 20:47:00,282,G125,High-Speed Rail,Business Class Seat,6,1875,1,2837,66
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 16:05:00,2026-04-18 20:47:00,282,G125,High-Speed Rail,No Seat,Sufficient,595,1,2837,69
Beijing,Harbin,2026-04-18,FTP,Beijing Fengtai,VAB,Harbin West,2026-04-18 16:15:00,2026-04-19 05:34:00,799,T182,Regular Express,No Seat,Sufficient,156.5,1,2838,71
Beijing,Harbin,2026-04-18,FTP,Beijing Fengtai,VAB,Harbin West,2026-04-18 16:15:00,2026-04-19 05:34:00,799,T182,Regular Express,Hard Sleeper,0,268.5,1,2838,73
Beijing,Harbin,2026-04-18,FTP,Beijing Fengtai,VAB,Harbin West,2026-04-18 16:15:00,2026-04-19 05:34:00,799,T182,Regular Express,Hard Seat,0,156.5,1,2838,74
Beijing,Harbin,2026-04-18,FTP,Beijing Fengtai,VAB,Harbin West,2026-04-18 16:15:00,2026-04-19 05:34:00,799,T182,Regular Express,Soft Sleeper,2,422.5,1,2838,72
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 16:45:00,2026-04-19 05:26:00,761,T17,Regular Express,No Seat,Sufficient,152.5,1,2839,76
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 16:45:00,2026-04-19 05:26:00,761,T17,Regular Express,Hard Sleeper,0,261.5,1,2839,78
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 16:45:00,2026-04-19 05:26:00,761,T17,Regular Express,Hard Seat,0,152.5,1,2839,79
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 16:45:00,2026-04-19 05:26:00,761,T17,Regular Express,Soft Sleeper,0,409.5,1,2839,77
Beijing,Harbin,2026-04-18,BXP,Beijing West,HBB,Harbin,2026-04-18 17:28:00,2026-04-19 09:38:00,970,K546,Regular Express,No Seat,0,156.5,1,2840,81
Beijing,Harbin,2026-04-18,BXP,Beijing West,HBB,Harbin,2026-04-18 17:28:00,2026-04-19 09:38:00,970,K546,Regular Express,Hard Sleeper,0,268.5,1,2840,85
Beijing,Harbin,2026-04-18,BXP,Beijing West,HBB,Harbin,2026-04-18 17:28:00,2026-04-19 09:38:00,970,K546,Regular Express,Hard Seat,0,156.5,1,2840,87
Beijing,Harbin,2026-04-18,BXP,Beijing West,HBB,Harbin,2026-04-18 17:28:00,2026-04-19 09:38:00,970,K546,Regular Express,Soft Sleeper,0,422.5,1,2840,83
Beijing,Harbin,2026-04-18,BXP,Beijing West,VBB,Harbin East,2026-04-18 17:28:00,2026-04-19 10:03:00,995,K546,Regular Express,No Seat,0,156.5,1,2841,82
Beijing,Harbin,2026-04-18,BXP,Beijing West,VBB,Harbin East,2026-04-18 17:28:00,2026-04-19 10:03:00,995,K546,Regular Express,Hard Sleeper,0,268.5,1,2841,86
Beijing,Harbin,2026-04-18,BXP,Beijing West,VBB,Harbin East,2026-04-18 17:28:00,2026-04-19 10:03:00,995,K546,Regular Express,Hard Seat,0,156.5,1,2841,88
Beijing,Harbin,2026-04-18,BXP,Beijing West,VBB,Harbin East,2026-04-18 17:28:00,2026-04-19 10:03:00,995,K546,Regular Express,Soft Sleeper,0,422.5,1,2841,84
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 17:47:00,2026-04-18 23:12:00,325,G3525,High-Speed Rail,First Class Seat,11,952,1,2842,92
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 17:47:00,2026-04-18 23:12:00,325,G3525,High-Speed Rail,Second Class Seat,Sufficient,595,1,2842,93
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 17:47:00,2026-04-18 23:12:00,325,G3525,High-Speed Rail,Business Class Seat,2,1875,1,2842,91
Beijing,Harbin,2026-04-18,IFP,Beijing Chaoyang,VAB,Harbin West,2026-04-18 17:47:00,2026-04-18 23:12:00,325,G3525,High-Speed Rail,No Seat,Sufficient,595,1,2842,94
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 17:56:00,2026-04-19 09:38:00,942,K547,Regular Express,No Seat,0,152.5,1,2843,96
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 17:56:00,2026-04-19 09:38:00,942,K547,Regular Express,Hard Sleeper,0,261.5,1,2843,100
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 17:56:00,2026-04-19 09:38:00,942,K547,Regular Express,Hard Seat,0,152.5,1,2843,102
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 17:56:00,2026-04-19 09:38:00,942,K547,Regular Express,Soft Sleeper,0,409.5,1,2843,98
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 17:56:00,2026-04-19 10:03:00,967,K547,Regular Express,No Seat,0,156.5,1,2844,97
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 17:56:00,2026-04-19 10:03:00,967,K547,Regular Express,Hard Sleeper,0,268.5,1,2844,101
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 17:56:00,2026-04-19 10:03:00,967,K547,Regular Express,Hard Seat,0,156.5,1,2844,103
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 17:56:00,2026-04-19 10:03:00,967,K547,Regular Express,Soft Sleeper,0,422.5,1,2844,99
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 18:16:00,2026-04-19 05:34:00,678,Z83,Regular Express,No Seat,0,409.5,1,2845,106
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 18:16:00,2026-04-19 05:34:00,678,Z83,Regular Express,Soft Sleeper,Sufficient,409.5,1,2845,107
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 18:40:00,2026-04-19 06:46:00,726,T47,Regular Express,No Seat,0,261.5,1,2846,109
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 18:40:00,2026-04-19 06:46:00,726,T47,Regular Express,Hard Sleeper,0,261.5,1,2846,111
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 18:40:00,2026-04-19 06:46:00,726,T47,Regular Express,Soft Sleeper,0,409.5,1,2846,110
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 19:38:00,2026-04-19 07:40:00,722,Z15,Regular Express,No Seat,0,409.5,1,2847,113
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 19:38:00,2026-04-19 07:40:00,722,Z15,Regular Express,Soft Sleeper,Sufficient,409.5,1,2847,115
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 19:38:00,2026-04-19 07:40:00,722,Z15,Regular Express,High-Class Soft Sleeper,0,828.5,1,2847,114
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 20:36:00,2026-04-19 07:01:00,625,Z203,Regular Express,No Seat,0,409.5,1,2848,117
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 20:36:00,2026-04-19 07:01:00,625,Z203,Regular Express,Soft Sleeper,Sufficient,409.5,1,2848,118
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 21:26:00,2026-04-19 07:48:00,622,Z17,Regular Express,No Seat,0,261.5,1,2849,120
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 21:26:00,2026-04-19 07:48:00,622,Z17,Regular Express,Hard Sleeper,0,261.5,1,2849,123
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 21:26:00,2026-04-19 07:48:00,622,Z17,Regular Express,Soft Sleeper,13,409.5,1,2849,122
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 21:26:00,2026-04-19 07:48:00,622,Z17,Regular Express,High-Class Soft Sleeper,0,828.5,1,2849,121
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 23:00:00,2026-04-19 15:48:00,1008,K341,Regular Express,No Seat,Sufficient,173.5,1,2850,125
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 23:00:00,2026-04-19 15:48:00,1008,K341,Regular Express,Hard Sleeper,0,296.5,1,2850,129
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 23:00:00,2026-04-19 15:48:00,1008,K341,Regular Express,Hard Seat,0,173.5,1,2850,131
Beijing,Harbin,2026-04-18,BJP,Beijing,VBB,Harbin East,2026-04-18 23:00:00,2026-04-19 15:48:00,1008,K341,Regular Express,Soft Sleeper,0,464.5,1,2850,127
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 23:00:00,2026-04-19 15:12:00,972,K341,Regular Express,No Seat,Sufficient,173.5,1,2851,126
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 23:00:00,2026-04-19 15:12:00,972,K341,Regular Express,Hard Sleeper,0,296.5,1,2851,130
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 23:00:00,2026-04-19 15:12:00,972,K341,Regular Express,Hard Seat,0,173.5,1,2851,132
Beijing,Harbin,2026-04-18,BJP,Beijing,HBB,Harbin,2026-04-18 23:00:00,2026-04-19 15:12:00,972,K341,Regular Express,Soft Sleeper,0,464.5,1,2851,128
Beijing,Harbin,2026-04-19,FTP,Beijing Fengtai,VAB,Harbin West,2026-04-19 05:54:00,2026-04-19 17:28:00,694,Z112,Regular Express,No Seat,Sufficient,156.5,1,2852,135
