origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index,sample_id
Beijing,Xi'an,2025-11-15,ZAF,Zhengzhou East,XAY,Xi'an,2025-11-15 20:29:00,2025-11-15 22:45:00,136,G665,High-Speed Rail,Second Class Seat,Sufficient,580,2,265,41
Beijing,Xi'an,2025-11-15,BXP,Beijing West,SJP,Shijiazhuang,2025-11-15 15:59:00,2025-11-15 18:24:00,145,D29,EMU,Second Class Seat,Sufficient,441,1,269,41
Beijing,Xi'an,2025-11-15,SJP,Shijiazhuang,XAY,Xi'an,2025-11-15 18:40:00,2025-11-15 22:45:00,245,G665,High-Speed Rail,Second Class Seat,Sufficient,441,2,269,41
Beijing,Xi'an,2025-11-15,FTP,Beijing Fengtai,EAY,Xi'an North,2025-11-15 09:29:00,2025-11-15 15:18:00,349,G387,High-Speed Rail,Second Class Seat,Sufficient,544.5,1,274,41
Beijing,Xi'an,2025-11-15,BJP,Beijing,BXP,Beijing West,2025-11-15 06:50:00,2025-11-15 07:04:00,14,G485,High-Speed Rail,Second Class Seat,Sufficient,556.5,1,278,41
Beijing,Xi'an,2025-11-15,BXP,Beijing West,XAY,Xi'an,2025-11-15 07:39:00,2025-11-15 13:48:00,369,G653,High-Speed Rail,Second Class Seat,Sufficient,556.5,2,278,41
Beijing,Xi'an,2025-11-16,FTP,Beijing Fengtai,SJP,Shijiazhuang,2025-11-16 14:54:00,2025-11-16 17:15:00,141,C227,Intercity,Second Class Seat,Sufficient,309,1,246,71
Beijing,Xi'an,2025-11-16,SJP,Shijiazhuang,EAY,Xi'an North,2025-11-16 17:35:00,2025-11-16 22:28:00,293,D1675,EMU,Second Class Seat,Sufficient,309,2,246,71
Beijing,Xi'an,2025-11-16,BXP,Beijing West,EAY,Xi'an North,2025-11-16 19:00:00,2025-11-16 23:11:00,251,G59,High-Speed Rail,Second Class Seat,Sufficient,547.5,1,252,71
Beijing,Xi'an,2025-11-16,BXP,Beijing West,SJP,Shijiazhuang,2025-11-16 15:40:00,2025-11-16 16:59:00,79,G1589,High-Speed Rail,Second Class Seat,Sufficient,393,1,255,71
Beijing,Xi'an,2025-11-16,SJP,Shijiazhuang,EAY,Xi'an North,2025-11-16 17:35:00,2025-11-16 22:28:00,293,D1675,EMU,Second Class Seat,Sufficient,393,2,255,71
Beijing,Xi'an,2025-11-16,BJP,Beijing,SJP,Shijiazhuang,2025-11-16 09:01:00,2025-11-16 11:11:00,130,G7813,High-Speed Rail,Second Class Seat,Sufficient,383,1,261,71
Beijing,Xi'an,2025-11-16,SJP,Shijiazhuang,EAY,Xi'an North,2025-11-16 11:26:00,2025-11-16 16:40:00,314,D1671,EMU,Second Class Seat,Sufficient,383,2,261,71
Beijing,Xi'an,2025-11-16,QIP,Qinghe,EAY,Xi'an North,2025-11-16 16:42:00,2025-11-16 23:37:00,415,D1043,EMU,Second Class Seat,Sufficient,414.5,1,262,71
Beijing,Xi'an,2025-11-16,BXP,Beijing West,ZAF,Zhengzhou East,2025-11-16 19:00:00,2025-11-16 21:21:00,141,G59,High-Speed Rail,Second Class Seat,Sufficient,580,1,263,71
Beijing,Xi'an,2025-11-16,ZAF,Zhengzhou East,EAY,Xi'an North,2025-11-16 21:42:00,2025-11-16 23:29:00,107,G1899,High-Speed Rail,Second Class Seat,Sufficient,580,2,263,71
Beijing,Xi'an,2025-11-16,BXP,Beijing West,ZAF,Zhengzhou East,2025-11-16 17:55:00,2025-11-16 20:14:00,139,G807,High-Speed Rail,Second Class Seat,Sufficient,580,1,265,71
Beijing,Xi'an,2025-11-16,ZAF,Zhengzhou East,XAY,Xi'an,2025-11-16 20:29:00,2025-11-16 22:45:00,136,G665,High-Speed Rail,Second Class Seat,Sufficient,580,2,265,71
Beijing,Xi'an,2025-11-16,BXP,Beijing West,SJP,Shijiazhuang,2025-11-16 15:59:00,2025-11-16 18:24:00,145,D29,EMU,Second Class Seat,Sufficient,441,1,269,71
Beijing,Xi'an,2025-11-16,SJP,Shijiazhuang,XAY,Xi'an,2025-11-16 18:40:00,2025-11-16 22:45:00,245,G665,High-Speed Rail,Second Class Seat,Sufficient,441,2,269,71
Beijing,Xi'an,2025-11-16,FTP,Beijing Fengtai,EAY,Xi'an North,2025-11-16 09:29:00,2025-11-16 15:18:00,349,G387,High-Speed Rail,Second Class Seat,Sufficient,544.5,1,274,71
Beijing,Xi'an,2025-11-16,BJP,Beijing,BXP,Beijing West,2025-11-16 06:50:00,2025-11-16 07:04:00,14,G485,High-Speed Rail,Second Class Seat,Sufficient,556.5,1,278,71
Beijing,Xi'an,2025-11-16,BXP,Beijing West,XAY,Xi'an,2025-11-16 07:39:00,2025-11-16 13:48:00,369,G653,High-Speed Rail,Second Class Seat,Sufficient,556.5,2,278,71
Beijing,Xi'an,2025-11-18,FTP,Beijing Fengtai,SJP,Shijiazhuang,2025-11-18 14:54:00,2025-11-18 17:15:00,141,C227,Intercity,Second Class Seat,Sufficient,309,1,246,101
Beijing,Xi'an,2025-11-18,SJP,Shijiazhuang,EAY,Xi'an North,2025-11-18 17:35:00,2025-11-18 22:28:00,293,D1675,EMU,Second Class Seat,Sufficient,309,2,246,101
Beijing,Xi'an,2025-11-18,BXP,Beijing West,EAY,Xi'an North,2025-11-18 19:00:00,2025-11-18 23:11:00,251,G59,High-Speed Rail,Second Class Seat,Sufficient,547.5,1,252,101
Beijing,Xi'an,2025-11-18,BXP,Beijing West,SJP,Shijiazhuang,2025-11-18 15:40:00,2025-11-18 16:59:00,79,G1589,High-Speed Rail,Second Class Seat,Sufficient,393,1,255,101
Beijing,Xi'an,2025-11-18,SJP,Shijiazhuang,EAY,Xi'an North,2025-11-18 17:35:00,2025-11-18 22:28:00,293,D1675,EMU,Second Class Seat,Sufficient,393,2,255,101
Beijing,Xi'an,2025-11-18,BJP,Beijing,SJP,Shijiazhuang,2025-11-18 09:01:00,2025-11-18 11:11:00,130,G7813,High-Speed Rail,Second Class Seat,Sufficient,383,1,261,101
Beijing,Xi'an,2025-11-18,SJP,Shijiazhuang,EAY,Xi'an North,2025-11-18 11:26:00,2025-11-18 16:40:00,314,D1671,EMU,Second Class Seat,Sufficient,383,2,261,101
Beijing,Xi'an,2025-11-18,QIP,Qinghe,EAY,Xi'an North,2025-11-18 16:42:00,2025-11-18 23:37:00,415,D1043,EMU,Second Class Seat,Sufficient,414.5,1,262,101
Beijing,Xi'an,2025-11-18,BXP,Beijing West,ZAF,Zhengzhou East,2025-11-18 19:00:00,2025-11-18 21:21:00,141,G59,High-Speed Rail,Second Class Seat,Sufficient,580,1,263,101
Beijing,Xi'an,2025-11-18,ZAF,Zhengzhou East,EAY,Xi'an North,2025-11-18 21:42:00,2025-11-18 23:29:00,107,G1899,High-Speed Rail,Second Class Seat,Sufficient,580,2,263,101
Beijing,Xi'an,2025-11-18,BXP,Beijing West,ZAF,Zhengzhou East,2025-11-18 17:55:00,2025-11-18 20:14:00,139,G807,High-Speed Rail,Second Class Seat,Sufficient,580,1,265,101
Beijing,Xi'an,2025-11-18,ZAF,Zhengzhou East,XAY,Xi'an,2025-11-18 20:29:00,2025-11-18 22:45:00,136,G665,High-Speed Rail,Second Class Seat,Sufficient,580,2,265,101
Beijing,Xi'an,2025-11-18,BXP,Beijing West,SJP,Shijiazhuang,2025-11-18 15:59:00,2025-11-18 18:24:00,145,D29,EMU,Second Class Seat,Sufficient,441,1,269,101
Beijing,Xi'an,2025-11-18,SJP,Shijiazhuang,XAY,Xi'an,2025-11-18 18:40:00,2025-11-18 22:45:00,245,G665,High-Speed Rail,Second Class Seat,Sufficient,441,2,269,101
Beijing,Xi'an,2025-11-18,FTP,Beijing Fengtai,EAY,Xi'an North,2025-11-18 09:29:00,2025-11-18 15:18:00,349,G387,High-Speed Rail,Second Class Seat,Sufficient,544.5,1,274,101
Beijing,Xi'an,2025-11-18,BJP,Beijing,BXP,Beijing West,2025-11-18 06:50:00,2025-11-18 07:04:00,14,G485,High-Speed Rail,Second Class Seat,Sufficient,556.5,1,278,101
Beijing,Xi'an,2025-11-18,BXP,Beijing West,XAY,Xi'an,2025-11-18 07:39:00,2025-11-18 13:48:00,369,G653,High-Speed Rail,Second Class Seat,Sufficient,556.5,2,278,101
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:40:00,2026-04-18 18:34:00,354,G1405,High-Speed Rail,First Class Seat,Sufficient,824,1,3467,3482
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:40:00,2026-04-18 18:34:00,354,G1405,High-Speed Rail,Second Class Seat,0,515,1,3467,3483
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:40:00,2026-04-18 18:34:00,354,G1405,High-Speed Rail,Business Class Seat,1,1628,1,3467,3481
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:40:00,2026-04-18 18:34:00,354,G1405,High-Speed Rail,No Seat,Sufficient,515,1,3467,3484
Beijing,Xi'an,2026-04-18,BJP,Beijing,XAY,Xi'an,2026-04-18 12:50:00,2026-04-19 06:19:00,1049,K545,Regular Express,No Seat,Sufficient,156.5,1,3468,3486
Beijing,Xi'an,2026-04-18,BJP,Beijing,XAY,Xi'an,2026-04-18 12:50:00,2026-04-19 06:19:00,1049,K545,Regular Express,Hard Sleeper,0,268.5,1,3468,3488
Beijing,Xi'an,2026-04-18,BJP,Beijing,XAY,Xi'an,2026-04-18 12:50:00,2026-04-19 06:19:00,1049,K545,Regular Express,Hard Seat,0,156.5,1,3468,3489
Beijing,Xi'an,2026-04-18,BJP,Beijing,XAY,Xi'an,2026-04-18 12:50:00,2026-04-19 06:19:00,1049,K545,Regular Express,Soft Sleeper,0,422.5,1,3468,3487
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:55:00,2026-04-18 17:08:00,253,G353,High-Speed Rail,First Class Seat,1,875.5,1,3469,3492
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:55:00,2026-04-18 17:08:00,253,G353,High-Speed Rail,Second Class Seat,0,547.5,1,3469,3493
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:55:00,2026-04-18 17:08:00,253,G353,High-Speed Rail,Business Class Seat,2,1722.5,1,3469,3491
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 12:55:00,2026-04-18 17:08:00,253,G353,High-Speed Rail,No Seat,0,547.5,1,3469,3494
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:15:00,2026-04-18 19:04:00,349,G685,High-Speed Rail,First Class Seat,Sufficient,824,1,3470,3497
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:15:00,2026-04-18 19:04:00,349,G685,High-Speed Rail,Second Class Seat,15,515,1,3470,3498
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:15:00,2026-04-18 19:04:00,349,G685,High-Speed Rail,Business Class Seat,10,1722.5,1,3470,3496
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:15:00,2026-04-18 19:04:00,349,G685,High-Speed Rail,No Seat,Sufficient,515,1,3470,3499
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 13:40:00,2026-04-19 06:19:00,999,K545,Regular Express,No Seat,Sufficient,156.5,1,3471,3501
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 13:40:00,2026-04-19 06:19:00,999,K545,Regular Express,Hard Sleeper,0,268.5,1,3471,3503
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 13:40:00,2026-04-19 06:19:00,999,K545,Regular Express,Hard Seat,0,156.5,1,3471,3504
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 13:40:00,2026-04-19 06:19:00,999,K545,Regular Express,Soft Sleeper,0,422.5,1,3471,3502
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:46:00,2026-04-18 19:44:00,358,G673,High-Speed Rail,First Class Seat,19,824,1,3472,3507
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:46:00,2026-04-18 19:44:00,358,G673,High-Speed Rail,Second Class Seat,Sufficient,515,1,3472,3508
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:46:00,2026-04-18 19:44:00,358,G673,High-Speed Rail,Business Class Seat,4,1628,1,3472,3506
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 13:46:00,2026-04-18 19:44:00,358,G673,High-Speed Rail,No Seat,Sufficient,515,1,3472,3509
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 14:05:00,2026-04-18 18:30:00,265,G367,High-Speed Rail,First Class Seat,9,922.5,1,3473,3512
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 14:05:00,2026-04-18 18:30:00,265,G367,High-Speed Rail,Second Class Seat,Sufficient,577.5,1,3473,3513
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 14:05:00,2026-04-18 18:30:00,265,G367,High-Speed Rail,Business Class Seat,7,1815.5,1,3473,3511
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 14:05:00,2026-04-18 18:30:00,265,G367,High-Speed Rail,No Seat,Sufficient,577.5,1,3473,3514
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:00:00,2026-04-18 19:12:00,252,G323,High-Speed Rail,First Class Seat,0,875.5,1,3474,3517
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:00:00,2026-04-18 19:12:00,252,G323,High-Speed Rail,Second Class Seat,0,547.5,1,3474,3518
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:00:00,2026-04-18 19:12:00,252,G323,High-Speed Rail,Business Class Seat,14,1722.5,1,3474,3516
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:00:00,2026-04-18 19:12:00,252,G323,High-Speed Rail,No Seat,0,547.5,1,3474,3519
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:05:00,2026-04-18 19:23:00,258,G361,High-Speed Rail,First Class Seat,0,922.5,1,3475,3524
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:05:00,2026-04-18 19:23:00,258,G361,High-Speed Rail,Second Class Seat,Sufficient,577.5,1,3475,3525
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:05:00,2026-04-18 19:23:00,258,G361,High-Speed Rail,Business Class Seat,4,1815.5,1,3475,3523
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 15:05:00,2026-04-18 19:23:00,258,G361,High-Speed Rail,No Seat,0,577.5,1,3475,3526
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,XAY,Xi'an,2026-04-18 15:42:00,2026-04-19 04:59:00,797,T55,Regular Express,No Seat,Sufficient,148.5,1,3476,3528
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,XAY,Xi'an,2026-04-18 15:42:00,2026-04-19 04:59:00,797,T55,Regular Express,Hard Sleeper,0,254.5,1,3476,3530
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,XAY,Xi'an,2026-04-18 15:42:00,2026-04-19 04:59:00,797,T55,Regular Express,Hard Seat,0,148.5,1,3476,3531
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,XAY,Xi'an,2026-04-18 15:42:00,2026-04-19 04:59:00,797,T55,Regular Express,Soft Sleeper,0,398.5,1,3476,3529
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 15:53:00,2026-04-19 03:41:00,708,Z151,Regular Express,No Seat,13,148.5,1,3477,3533
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 15:53:00,2026-04-19 03:41:00,708,Z151,Regular Express,Hard Sleeper,0,254.5,1,3477,3535
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 15:53:00,2026-04-19 03:41:00,708,Z151,Regular Express,Hard Seat,0,148.5,1,3477,3536
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 15:53:00,2026-04-19 03:41:00,708,Z151,Regular Express,Soft Sleeper,0,398.5,1,3477,3534
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 15:59:00,2026-04-19 03:47:00,708,D29,EMU,Second Class Seat,0,193,1,3478,3538
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 15:59:00,2026-04-19 03:47:00,708,D29,EMU,No Seat,Sufficient,193,1,3478,3539
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:15:00,2026-04-18 22:08:00,353,G659,High-Speed Rail,First Class Seat,18,875.5,1,3479,3547
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:15:00,2026-04-18 22:08:00,353,G659,High-Speed Rail,Second Class Seat,Sufficient,547.5,1,3479,3548
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:15:00,2026-04-18 22:08:00,353,G659,High-Speed Rail,Business Class Seat,8,1722.5,1,3479,3546
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:15:00,2026-04-18 22:08:00,353,G659,High-Speed Rail,No Seat,Sufficient,547.5,1,3479,3549
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:43:00,2026-04-19 05:42:00,779,T7,Regular Express,No Seat,Sufficient,156.5,1,3480,3551
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:43:00,2026-04-19 05:42:00,779,T7,Regular Express,Hard Sleeper,0,268.5,1,3480,3553
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:43:00,2026-04-19 05:42:00,779,T7,Regular Express,Hard Seat,0,156.5,1,3480,3554
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 16:43:00,2026-04-19 05:42:00,779,T7,Regular Express,Soft Sleeper,0,422.5,1,3480,3552
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 16:45:00,2026-04-18 22:14:00,329,G661,High-Speed Rail,First Class Seat,Sufficient,824,1,3481,3557
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 16:45:00,2026-04-18 22:14:00,329,G661,High-Speed Rail,Second Class Seat,Sufficient,515,1,3481,3558
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 16:45:00,2026-04-18 22:14:00,329,G661,High-Speed Rail,Business Class Seat,8,1722.5,1,3481,3556
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 16:45:00,2026-04-18 22:14:00,329,G661,High-Speed Rail,No Seat,Sufficient,515,1,3481,3559
Beijing,Xi'an,2026-04-18,QIP,Qinghe,EAY,Xi'an North,2026-04-18 16:46:00,2026-04-18 23:37:00,411,D1043,EMU,First Class Seat,Sufficient,664,1,3482,3561
Beijing,Xi'an,2026-04-18,QIP,Qinghe,EAY,Xi'an North,2026-04-18 16:46:00,2026-04-18 23:37:00,411,D1043,EMU,Second Class Seat,Sufficient,414,1,3482,3562
Beijing,Xi'an,2026-04-18,QIP,Qinghe,EAY,Xi'an North,2026-04-18 16:46:00,2026-04-18 23:37:00,411,D1043,EMU,No Seat,Sufficient,414,1,3482,3563
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:26:00,2026-04-19 06:51:00,745,Z179,Regular Express,No Seat,0,148.5,1,3483,3565
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:26:00,2026-04-19 06:51:00,745,Z179,Regular Express,Hard Sleeper,0,254.5,1,3483,3567
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:26:00,2026-04-19 06:51:00,745,Z179,Regular Express,Hard Seat,0,148.5,1,3483,3568
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:26:00,2026-04-19 06:51:00,745,Z179,Regular Express,Soft Sleeper,0,398.5,1,3483,3566
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:32:00,2026-04-19 07:35:00,783,T231,Regular Express,No Seat,Sufficient,148.5,1,3484,3570
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:32:00,2026-04-19 07:35:00,783,T231,Regular Express,Hard Sleeper,0,254.5,1,3484,3572
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:32:00,2026-04-19 07:35:00,783,T231,Regular Express,Hard Seat,0,148.5,1,3484,3573
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 18:32:00,2026-04-19 07:35:00,783,T231,Regular Express,Soft Sleeper,0,398.5,1,3484,3571
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 19:00:00,2026-04-18 23:11:00,251,G369,High-Speed Rail,First Class Seat,Sufficient,875.5,1,3485,3576
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 19:00:00,2026-04-18 23:11:00,251,G369,High-Speed Rail,Second Class Seat,Sufficient,547.5,1,3485,3577
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 19:00:00,2026-04-18 23:11:00,251,G369,High-Speed Rail,Business Class Seat,Sufficient,1722.5,1,3485,3575
Beijing,Xi'an,2026-04-18,BXP,Beijing West,EAY,Xi'an North,2026-04-18 19:00:00,2026-04-18 23:11:00,251,G369,High-Speed Rail,No Seat,Sufficient,547.5,1,3485,3578
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 20:04:00,2026-04-19 08:46:00,762,D41,EMU,Second Class Seat,0,201,1,3486,3580
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 20:04:00,2026-04-19 08:46:00,762,D41,EMU,No Seat,Sufficient,201,1,3486,3581
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 20:30:00,2026-04-19 08:23:00,713,D43,EMU,Second Class Seat,0,192,1,3487,3588
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 20:30:00,2026-04-19 08:23:00,713,D43,EMU,No Seat,Sufficient,192,1,3487,3589
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:36:00,2026-04-19 05:09:00,513,D995,EMU,Second Class Seat,0,373,1,3488,3596
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:36:00,2026-04-19 05:09:00,513,D995,EMU,EMU Sleeper,20,530,1,3488,3599
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:36:00,2026-04-19 05:09:00,513,D995,EMU,No Seat,4,373,1,3488,3597
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:36:00,2026-04-19 05:09:00,513,D995,EMU,High-Class Soft Sleeper,0,950,1,3488,3598
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:41:00,2026-04-19 05:14:00,513,D997,EMU,Second Class Seat,0,373,1,3489,3601
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:41:00,2026-04-19 05:14:00,513,D997,EMU,EMU Sleeper,4,530,1,3489,3604
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:41:00,2026-04-19 05:14:00,513,D997,EMU,No Seat,1,373,1,3489,3602
Beijing,Xi'an,2026-04-18,FTP,Beijing Fengtai,EAY,Xi'an North,2026-04-18 20:41:00,2026-04-19 05:14:00,513,D997,EMU,High-Class Soft Sleeper,0,950,1,3489,3603
Beijing,Xi'an,2026-04-18,BXP,Beijing West,XAY,Xi'an,2026-04-18 20:42:00,2026-04-19 08:35:00,713,D19,EMU,Second Class Seat,0,192,1,3490,3606
