city,attraction_name,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price,popularity_tags,crowd_risk,queue_risk,peak_crowd_windows
Shenzhen,Jiaodisha,,Natural Scenery,,22.561188,114.562404,,09:00,18:00,,2.0,3.0,0.0,nature_hotspot;photo_spot;viral,high,medium,weekend;holiday;summer
Shenzhen,Dapeng Peninsula,,Natural Scenery,,22.534605,114.537454,,00:00,24:00,,2.0,2.5,0.0,nature_hotspot;photo_spot;family_hotspot,medium,medium,weekend;holiday;summer;school_holiday
Shenzhen,Dongmen Old Street,,Commercial District,,22.550461,114.122671,,00:00,24:00,,2.0,3.0,0.0,classic_hotspot;shopping_hotspot;night_hotspot,high,low,weekend;holiday;evening
Shenzhen,Shenzhen OCT Tourism Resort,,Amusement Park/Sports & Entertainment,,22.544406,113.99117,,00:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,OCT Coastal City Shenzhen,,Amusement Park/Sports & Entertainment,,22.529689,113.994371,,00:00,24:00,,0.5,1.0,0.0,shopping_hotspot;night_hotspot;photo_spot,high,low,weekend;holiday;evening;summer
Shenzhen,Xichong,,Natural Scenery,,22.487953,114.557066,,00:00,24:00,,2.5,3.0,0.0,nature_hotspot;photo_spot;family_hotspot,high,medium,weekend;holiday;summer;school_holiday
Shenzhen,Twenty-Four Histories Academy,,Cultural Tourism Zone,,22.667374,114.107486,,10:30,21:30,,3.0,3.5,39.0,,,,
Shenzhen,Zhongying Street,,Commercial District,,22.551336,114.238571,,09:00,22:00,,2.0,2.5,0.0,classic_hotspot;shopping_hotspot;culture_hotspot,high,medium,weekend;holiday;evening
Shenzhen,Shekou Industrial Zone,,Commercial District,,22.489321,113.922707,,06:15,22:00,,2.0,3.0,0.0,,,,
Shenzhen,Guanlan Ocean World,,Amusement Park/Sports & Entertainment,,22.727389,114.084971,,09:00,18:00,,0.5,1.0,135.0,,,,
Shenzhen,OCT East Grand Canyon,,Amusement Park/Sports & Entertainment,,22.614742,114.30781,,09:30,18:00,,1.5,2.0,200.0,,,,
Shenzhen,Yangmeikeng,,Natural Scenery,,22.550779,114.578274,,00:00,24:00,,2.0,3.0,0.0,nature_hotspot;photo_spot;viral,high,medium,weekend;holiday;summer
Shenzhen,Mangrove Wetland Park,,Park,,22.529593,114.007715,,09:00,18:00,,0.5,1.5,0.0,,,,
Shenzhen,Shenzhen Museum,,Museum/Memorial Hall,,22.549321,114.068288,,10:00,18:00,,2.0,2.5,0.0,culture_hotspot;family_hotspot,high,medium,weekend;holiday;school_holiday
Shenzhen,Shenzhen Civic Center,,Cultural Landscape,,22.549351,114.066182,,00:00,24:00,,3.0,4.0,0.0,photo_spot;night_hotspot;classic_hotspot,high,low,weekend;holiday;evening
Shenzhen,OCT Coastal City Ocean Dream Aquarium,,Amusement Park/Sports & Entertainment,,22.531987,113.994672,,13:30,22:00,,2.0,3.0,45.0,,,,
Shenzhen,Qingqing World,,Amusement Park/Sports & Entertainment,,22.505076,113.907639,,08:30,18:00,,1.5,2.0,76.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Shenzhen Maya Beach Water Park,,Amusement Park/Sports & Entertainment,,22.547982,113.985916,,13:00,21:00,,2.0,2.5,130.0,,,,
Shenzhen,Shekou Port Zhuhai Cruise,,Amusement Park/Sports & Entertainment,,22.474693,113.919947,,07:30,21:30,,0.5,1.5,0.0,,,,
Shenzhen,Dapeng Fortress,,Historical Sites,,22.600032,114.520096,,00:00,24:00,,1.0,2.5,0.0,classic_hotspot;culture_hotspot;photo_spot,high,medium,weekend;holiday
Shenzhen,Sea World,,Amusement Park/Sports & Entertainment,,22.488788,113.92358,,00:00,24:00,,0.5,1.0,88.0,shopping_hotspot;night_hotspot;photo_spot,high,low,weekend;holiday;evening;summer
Shenzhen,Golden Coast,,Natural Scenery,,22.590567,114.284875,,17:00,17:30,,0.5,1.0,0.0,,,,
Shenzhen,Xianhu Botanical Garden,,Park,,22.583562,114.181318,,00:00,18:00,,1.0,2.0,0.0,classic_hotspot;nature_hotspot;family_hotspot,high,high,weekend;holiday;summer;school_holiday
Shenzhen,Guangdong Wutong Mountain National Forest Park,,Park,,22.5838,114.221632,,06:00,19:00,,2.5,3.0,0.0,,,,
Shenzhen,Lianhuashan Park,,Park,,22.559257,114.065193,,06:30,23:00,,1.0,2.0,0.0,classic_hotspot;nature_hotspot;photo_spot,high,low,weekend;holiday;summer
Shenzhen,Shenzhen Sightseeing Bus,,Amusement Park/Sports & Entertainment,,22.527998,113.998652,,09:00,17:00,,0.5,2.0,50.0,,,,
Shenzhen,Jiaochangwei,,Cultural Landscape,,22.596202,114.51552,,06:00,22:00,,1.0,1.5,300.0,viral;nature_hotspot;photo_spot;night_hotspot,high,medium,weekend;holiday;evening;summer
Shenzhen,Nantou Ancient City,,Historical Sites,,22.549163,113.927048,,00:00,24:00,,0.5,1.0,0.0,viral;culture_hotspot;photo_spot;shopping_hotspot,high,low,weekend;holiday
Shenzhen,Dafen Oil Painting Village,,Cultural Landscape,,22.615801,114.142665,,09:30,17:30,,2.5,4.0,0.0,culture_hotspot;photo_spot;shopping_hotspot,medium,low,weekend;holiday
Shenzhen,Sea Paradise,,Natural Scenery,,22.731941,113.777756,,09:00,21:00,,2.5,3.0,49.9,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Fenghuang Ancient Village,,Cultural Tourism Zone,,22.697435,113.845676,,00:00,24:00,,3.0,4.0,0.0,,,,
Shenzhen,Yantian Seaside Boardwalk,,Park,,22.558678,114.248517,,00:00,24:00,,2.0,3.5,0.0,nature_hotspot;photo_spot,high,low,weekend;holiday;summer
Shenzhen,Sea World Culture and Arts Centre,,Art Museum/Gallery,,22.486077,113.922944,,10:00,19:00,,2.0,3.0,0.0,,,,
Shenzhen,Guanlan Lake Leisure Tourism Area,,Amusement Park/Sports & Entertainment,,22.744351,114.083908,,00:00,24:00,,1.5,3.0,0.0,,,,
Shenzhen,Guanlan Lake Eco-Sports Community,,Amusement Park/Sports & Entertainment,,22.724672,114.085207,,09:00,18:00,,1.0,2.0,29.9,family_hotspot;nature_hotspot,high,medium,weekend;holiday;summer;school_holiday
Shenzhen,Shenzhen Science Museum,,Museum/Memorial Hall,,22.548485,114.102354,,00:00,24:00,,2.0,2.5,0.0,,,,
Shenzhen,Dutch Flower Town,,Park,,22.549735,113.91787,,08:30,21:00,,1.0,2.0,0.0,,,,
Shenzhen,Shenzhen Talent Park,,Park,,22.512223,113.955487,,06:00,23:00,,0.5,1.0,0.0,viral;photo_spot;night_hotspot;nature_hotspot,high,low,weekend;holiday;evening;summer
Shenzhen,Splendid China Folk Village,,Amusement Park/Sports & Entertainment,,22.539142,113.997118,,16:00,21:00,,0.5,1.0,0.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Nanshan Park,,Park,,22.500143,113.912003,,00:00,24:00,,1.0,1.5,0.0,,,,
Shenzhen,Nanshan,,Park,,22.502974,113.91291,,00:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,OCT-LOFT Creative Culture Park,,Cultural Tourism Zone,,22.543649,113.99986,,00:00,24:00,,2.5,3.0,0.0,viral;culture_hotspot;photo_spot,high,low,weekend;holiday
Shenzhen,Guangming Farm Grand Garden,,Amusement Park/Sports & Entertainment,,22.764237,113.968991,,09:00,17:00,,0.5,2.0,72.9,family_hotspot;nature_hotspot,medium,medium,weekend;holiday;summer;school_holiday
Shenzhen,Bay Area Cruise,,Amusement Park/Sports & Entertainment,,22.474317,113.920446,,00:00,24:00,,3.0,3.5,0.0,,,,
Shenzhen,Shenzhen Observatory,,Cultural Landscape,,22.48556,114.565898,,09:00,12:00,,1.0,2.0,0.0,,,,
Shenzhen,Dameisha Beach,,Natural Scenery,,22.59867,114.315742,,07:00,23:00,,3.0,3.5,0.0,,,,
Shenzhen,Shenzhen teamLab Co-Creation! Future Park,,Amusement Park/Sports & Entertainment,,22.534017,114.035093,,10:00,22:00,,0.5,1.0,79.0,,,,
Shenzhen,Shenzhen Library,,Cultural Landscape,,22.551343,114.063825,,09:00,21:00,,1.5,2.0,0.0,,,,
Shenzhen,Xichong Coastal Tourism Resort,,Amusement Park/Sports & Entertainment,,22.481558,114.539055,,09:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,Dapeng Peninsula InterContinental Yacht Sailing Center,,Amusement Park/Sports & Entertainment,,22.560753,114.563888,,00:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,Shenzhen Contemporary Art and Urban Planning Exhibition Center,,Museum/Memorial Hall,,22.551648,114.067947,,10:00,18:00,,3.0,4.0,0.0,,,,
Shenzhen,Shenzhen China Resources Tower Art Center,,Art Museum/Gallery,,22.52058,113.953216,,10:00,22:00,,2.0,2.5,0.0,,,,
Shenzhen,Luzui Villa,,Natural Scenery,,22.546455,114.613672,,00:00,24:00,,0.5,2.0,0.0,nature_hotspot;photo_spot;viral,high,medium,weekend;holiday;summer
Shenzhen,Universiade Center Stadium,,Amusement Park/Sports & Entertainment,,22.703088,114.224436,,09:00,22:30,,2.0,3.5,0.0,,,,
Shenzhen,Shenzhen Convention and Exhibition Center (Futian Hall),,Commercial District,,22.536478,114.066315,,09:00,17:00,,2.5,4.0,0.0,,,,
Shenzhen,Shenzhen Airport Pier Cruise,,Amusement Park/Sports & Entertainment,,22.606327,113.821243,,00:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,Sea Rainbow,,Amusement Park/Sports & Entertainment,,22.606327,113.821243,,09:30,19:00,,2.0,3.5,0.0,,,,
Shenzhen,Nick Playtime Park,,Amusement Park/Sports & Entertainment,,22.53047,113.998454,,10:00,21:00,,0.5,1.5,0.0,,,,
Shenzhen,Hongqiao Park,,Park,,22.752728,113.959141,,07:00,19:00,,1.0,2.5,0.0,viral;nature_hotspot;photo_spot,high,low,weekend;holiday;summer
Shenzhen,Wish Tower,,Amusement Park/Sports & Entertainment,,22.60106,114.316145,,10:00,21:00,,0.5,1.0,39.0,,,,
Shenzhen,Seaside Park,,Park,,22.539573,113.89869,,00:00,24:00,,0.5,1.5,0.0,,,,
Shenzhen,Guanlan Printmaking Village,,Cultural Tourism Zone,,22.749032,114.097519,,09:00,19:00,,2.0,2.5,0.0,culture_hotspot;photo_spot,medium,low,weekend;holiday
Shenzhen,Nan'ao No.1 Beach,,Natural Scenery,,22.552902,114.488023,,08:00,18:00,,1.0,1.5,0.0,,,,
Shenzhen,He Xiangning Art Museum,,Art Museum/Gallery,,22.539465,113.988109,,09:30,17:00,,1.5,3.0,0.0,culture_hotspot;photo_spot,medium,medium,weekend;holiday
Shenzhen,Guanlan Shanshui Pastoral Culture Park,,Cultural Tourism Zone,,22.720384,114.113827,,08:30,21:00,,1.0,2.5,99.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Helicopter Aerial Sightseeing Tour,,Amusement Park/Sports & Entertainment,,22.648063,113.829772,,09:30,17:30,,1.0,2.5,3980.0,,,,
Shenzhen,Dameisha Coastal Boardwalk,,Natural Scenery,,22.587526,114.312314,,00:00,24:00,,2.5,4.0,0.0,nature_hotspot;photo_spot,high,low,weekend;holiday;summer
Shenzhen,Nanshan Museum,,Museum/Memorial Hall,,22.540715,113.93048,,10:00,17:00,,0.5,1.5,0.0,,,,
Shenzhen,Shenzhen International Garden and Flower Expo Park,,Park,,22.544055,114.009914,,06:00,23:00,,1.0,2.5,0.0,,,,
Shenzhen,Seven Star Bay Yacht Club,,Amusement Park/Sports & Entertainment,,22.56827,114.547299,,00:00,24:00,,3.0,4.0,0.0,,,,
Shenzhen,Ferretti Yacht Sea Fishing Club,,Amusement Park/Sports & Entertainment,,22.561508,114.564975,,00:00,24:00,,2.5,4.0,0.0,,,,
Shenzhen,Shekou Port,,Cultural Landscape,,22.482004,113.919541,,00:00,24:00,,3.0,3.5,0.0,,,,
Shenzhen,Yunli Dreamland,,Amusement Park/Sports & Entertainment,,22.636385,114.075714,,09:00,22:00,,2.5,3.0,93.0,,,,
Shenzhen,Star Height Dream Water World,,Amusement Park/Sports & Entertainment,,22.637461,114.075476,,15:30,21:00,,2.0,2.5,0.0,,,,
Shenzhen,Xixiang Night Market Street,,Commercial District,,22.58798,113.866194,,16:00,01:00,,2.0,3.0,0.0,,,,
Shenzhen,Bao'an Xiwang Mangrove Park,,Park,,22.593597,113.843305,,00:00,24:00,,2.0,3.5,0.0,,,,
Shenzhen,Guanlan Ancient Market,,Historical Sites,,22.724749,114.060326,,08:00,24:00,,2.0,2.5,0.0,,,,
Shenzhen,Haichang Lemans Ice and Snow Kingdom (Shenzhen Haiya Branch),,Amusement Park/Sports & Entertainment,,22.565974,113.912226,,10:00,22:00,,0.5,1.5,178.0,,,,
Shenzhen,Hongfa Temple,,Cultural Landscape,,22.583514,114.188174,,00:00,18:00,,1.5,3.0,0.0,culture_hotspot;classic_hotspot,high,medium,weekend;holiday
Shenzhen,Neobio Family Center (Joy City Branch),,Amusement Park/Sports & Entertainment,,22.54231,114.070901,,10:00,21:00,,0.5,1.0,0.0,,,,
Shenzhen,Dameisha Yacht Rental Center,,Amusement Park/Sports & Entertainment,,22.603396,114.320606,,00:00,23:00,,3.0,3.5,0.0,,,,
Shenzhen,Futian Mangrove Ecological Park,,Park,,22.517213,114.049388,,06:00,23:00,,2.5,3.0,0.0,,,,
Shenzhen,Shenzhen Red Cube,,Amusement Park/Sports & Entertainment,,22.723965,114.254512,,09:30,18:00,,0.5,1.0,0.0,,,,
Shenzhen,Hakka Tulou (Fujian),,Historical Sites,,22.535637,113.998965,,10:30,19:00,,0.5,1.0,0.0,,,,
Shenzhen,Shuiwei 1368 Cultural Block,,Commercial District,,22.525026,114.068378,,00:00,24:00,,3.0,4.0,0.0,,,,
Shenzhen,Rose Town,,Amusement Park/Sports & Entertainment,,22.592297,114.487594,,09:00,17:00,,2.5,4.0,49.0,,,,
Shenzhen,Guanhu Beach,,Natural Scenery,,22.607996,114.42919,,07:00,21:00,,1.5,3.0,0.0,,,,
Shenzhen,Houhai,,Cultural Landscape,,22.512803,113.941981,,00:00,24:00,,2.0,3.0,0.0,,,,
Shenzhen,Qianhai Stone Park,,Park,,22.532339,113.895748,,00:00,24:00,,2.0,2.5,0.0,photo_spot;night_hotspot;nature_hotspot,high,low,weekend;holiday;evening;summer
Shenzhen,Kaloo Ice and Snow World,,Amusement Park/Sports & Entertainment,,22.723564,114.08611,,10:00,22:00,,2.0,2.5,0.0,,,,
Shenzhen,Nan'ao Sapphire Beach,,Natural Scenery,,22.543927,114.490429,,00:00,24:00,,2.5,4.0,0.0,,,,
Shenzhen,MixC Ice Rink,,Amusement Park/Sports & Entertainment,,22.546085,114.117812,,10:30,22:00,,1.5,2.0,0.0,,,,
Shenzhen,Shenzhen Museum - Ancient Art Museum,,Museum/Memorial Hall,,22.548602,114.108022,,10:00,18:17,,3.0,3.5,0.0,,,,
Shenzhen,Qiushui Mountain Scenic Area,,Amusement Park/Sports & Entertainment,,22.604436,114.150121,,09:00,19:30,,1.5,2.0,0.0,,,,
Shenzhen,Dongchong Beach,,Natural Scenery,,22.495454,114.59069,,09:00,18:00,,2.0,3.0,0.0,,,,
Shenzhen,North Station Central Park,,Park,,22.612581,114.031468,,06:00,22:00,,1.0,2.0,0.0,,,,
Shenzhen,OCT Art Museum,,Art Museum/Gallery,,22.53914,113.989372,,10:00,17:30,,2.5,3.0,0.0,,,,
Shenzhen,Shenzhen Bay Bridge,,Cultural Landscape,,22.493012,113.957048,,00:00,24:00,,1.0,2.5,0.0,,,,
Shenzhen,Dongshan Temple,,Historical Sites,,22.602493,114.5263,,08:00,17:00,,2.0,2.5,0.0,,,,
Shenzhen,Shenzhen Dapeng Jinshawan Beach,,Natural Scenery,,22.57562,114.467912,,08:00,18:00,,1.5,3.0,0.0,,,,
Shenzhen,Longgang Children's Park,,Amusement Park/Sports & Entertainment,,22.741904,114.231905,,06:00,22:00,,1.0,1.5,0.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Huaqiangbei Museum,,Museum/Memorial Hall,,22.550102,114.093668,,10:00,18:00,,2.0,3.0,0.0,classic_hotspot;shopping_hotspot;viral,high,low,weekend;holiday
Shenzhen,Shenzhen University Town,,University Campus,,22.590581,113.982769,,07:30,21:30,,1.5,2.0,0.0,,,,
Shenzhen,Dafen Art Museum,,Art Museum/Gallery,,22.616079,114.144869,,09:30,17:30,,1.5,3.0,0.0,,,,
Shenzhen,Bijia Mountain Park,,Park,,22.568123,114.086519,,00:00,17:30,,2.5,4.0,0.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Dashah River Park,,Park,,22.562707,113.968234,,00:00,24:00,,1.0,2.0,0.0,,,,
Shenzhen,Zhongying Street History Museum,,Museum/Memorial Hall,,22.547992,114.237533,,09:00,16:30,,1.0,1.5,0.0,,,,
Shenzhen,Splendid China - Ethnic Minority Dwellings,,Cultural Landscape,,22.537034,113.99779,,09:30,21:00,,0.5,2.0,0.0,,,,
Shenzhen,Dapeng Peninsula Geopark,,Park,,22.534584,114.537636,,09:30,16:00,,2.0,3.0,0.0,,,,
Shenzhen,Rose Coast Beach,,Natural Scenery,,22.615324,114.381268,,00:00,24:00,,1.5,3.0,0.0,,,,
Shenzhen,Malian Mountain Country Park,,Park,,22.650439,114.332252,,06:00,18:00,,1.5,3.0,0.0,,,,
Shenzhen,Dameisha Beach Water Park,,Amusement Park/Sports & Entertainment,,22.59867,114.315742,,10:00,20:00,,1.0,1.5,0.0,,,,
Shenzhen,Shenzhen Bay Park - Sports Park,,Park,,22.491742,113.951518,,06:00,23:00,,1.0,1.5,0.0,,,,
Shenzhen,Qingping Ancient Market Film and Culture Park,,Cultural Tourism Zone,,22.744132,113.835218,,00:00,24:00,,0.5,1.5,0.0,,,,
Shenzhen,Luohu Art Museum,,Art Museum/Gallery,,22.549859,114.133777,,09:00,17:00,,2.0,3.0,0.0,,,,
Shenzhen,Shenzhen Bay Park - Sunrise Theater,,Park,,22.50479,113.958869,,00:00,24:00,,2.0,3.0,0.0,,,,
Shenzhen,Donghu Park,,Park,,22.569908,114.155375,,00:00,23:00,,0.5,2.0,0.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Splendid China - Mogao Caves,,Cultural Landscape,,22.5375,113.996224,,10:30,18:30,,1.5,3.0,0.0,,,,
Shenzhen,Shenzhen Children's Park,,Park,,22.559966,114.130772,,10:00,18:00,,2.0,3.0,0.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Yangtai Mountain Forest Park,,Park,,22.657618,113.97127,,06:00,22:00,,2.0,3.5,0.0,,,,
Shenzhen,Dongjiawan Beach,,Natural Scenery,,22.57054,114.552062,,00:00,24:00,,2.0,3.0,0.0,,,,
Shenzhen,Qiniang Mountain,,Natural Scenery,,22.531869,114.557055,,00:00,18:00,,2.0,3.0,0.0,nature_hotspot;photo_spot,medium,low,weekend;holiday;summer
Shenzhen,Shenzhen Art Museum (New Building),,Art Museum/Gallery,,22.630989,114.0303,,10:00,18:00,,1.5,2.0,0.0,,,,
Shenzhen,Beizaijiao Beach,,Natural Scenery,,22.603991,114.357397,,00:00,24:00,,2.0,3.5,0.0,,,,
Shenzhen,Shenzhen Children's Amusement Park,,Amusement Park/Sports & Entertainment,,22.549651,114.017029,,06:00,23:00,,1.0,1.5,0.0,classic_hotspot;viral;photo_spot,high,,weekend;holiday
Shenzhen,Guan Shanyue Art Museum,,Art Museum/Gallery,,22.555045,114.070815,,09:00,17:00,,1.5,2.0,0.0,,,,
Shenzhen,Qianjiang Art Center,,Art Museum/Gallery,,22.635755,114.141927,,08:00,20:00,,0.5,2.0,0.0,,,,
Shenzhen,Deng Xiaoping Portrait Square,,Cultural Landscape,,22.547513,114.110612,,00:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,Bao'an Science and Technology Museum,,Museum/Memorial Hall,,22.564157,113.918087,,10:00,17:00,,1.0,2.0,0.0,,,,
Shenzhen,Longgang District Science and Technology Museum,,Museum/Memorial Hall,,22.724238,114.254217,,09:30,18:00,,1.0,2.0,0.0,,,,
Shenzhen,Zhongshan Park,,Park,,22.553583,113.925318,,00:00,21:00,,2.5,4.0,0.0,,,,
Shenzhen,Forest Mini Train Station,,Amusement Park/Sports & Entertainment,,22.620737,114.300269,,00:00,24:00,,1.0,2.0,0.0,,,,
Shenzhen,Shenzhen Dapeng Peninsula National Geopark Museum,,Museum/Memorial Hall,,22.534842,114.537654,,09:30,16:30,,2.0,3.5,0.0,,,,
Shenzhen,Tiezai Mountain Park,,Park,,22.600843,113.866715,,00:00,18:30,,1.0,1.5,0.0,,,,
Shenzhen,Lovers' Island,,Cultural Landscape,,22.469168,114.546808,,08:00,18:30,,2.5,3.0,0.0,,,,
Shenzhen,Shenzhen Women and Children's Building - Children's Exploration Hall,,Amusement Park/Sports & Entertainment,,22.558107,114.051169,,10:00,20:00,,3.0,3.5,0.0,,,,
Shenzhen,Shenzhen Bay Park - Liuhua Mountain,,Park,,22.518145,113.960529,,06:00,23:00,,2.0,3.0,0.0,,,,
Shenzhen,Shayucun,,Red Tourism Sites,,22.619315,114.410777,,00:00,24:00,,3.0,4.0,20.0,nature_hotspot;photo_spot;culture_hotspot,medium,low,weekend;holiday;summer
Shenzhen,Shenzhen Book City (Central City Branch),,Commercial District,,22.552693,114.066282,,10:00,22:00,,0.5,1.0,0.0,culture_hotspot;family_hotspot,medium,low,weekend;holiday;evening;school_holiday
Shenzhen,Beizaijiao Lighthouse,,Cultural Landscape,,22.597708,114.347046,,06:00,24:00,,2.5,3.0,0.0,,,,
Shenzhen,Shajing Ancient Market,,Historical Sites,,22.744132,113.835218,,00:00,24:00,,1.5,2.0,0.0,,,,
Shenzhen,Chaweng Ancient Town,,Cultural Tourism Zone,,22.639788,114.280971,,10:00,17:00,,1.0,1.5,0.0,,,,
Shenzhen,Honghua Mountain Park,,Park,,22.787267,113.907995,,00:00,21:30,,2.0,3.0,0.0,,,,
Shenzhen,Dapeng Peninsula Dongchong-Xichong Coastline,,Natural Scenery,,22.496988,114.587437,,00:00,24:00,,1.0,1.5,0.0,,,,
Shenzhen,Yuanshan Scenic Area,,Natural Scenery,,22.645088,114.248074,,07:00,18:00,,2.0,2.5,15.0,,,,
Shenzhen,Shenzhen Concert Hall,,Cultural Landscape,,22.553073,114.063674,,09:00,18:30,,1.5,3.0,0.0,,,,
Shenzhen,Shenzhen Central Park,,Park,,22.558082,114.084904,,00:00,24:00,,1.0,3.5,0.0,,,,
Shenzhen,Shenzhen Shekou Ocean Science Museum,,Museum/Memorial Hall,,22.493342,113.933215,,09:00,11:30,,0.5,2.0,0.0,,,,
Shenzhen,Shenzhen Art Museum (Donghu Branch),,Art Museum/Gallery,,22.577304,114.153909,,09:00,17:00,,3.0,4.0,0.0,,,,
Shenzhen,Longhua Park,,Park,,22.663733,114.023117,,00:00,24:00,,1.0,2.5,0.0,,,,
Shenzhen,Guangming Happy Pastoral Land,,Amusement Park/Sports & Entertainment,,22.789163,113.966271,,09:30,17:00,,3.0,4.0,0.0,,,,
Shenzhen,Star River Development Center Building - Fitness Center,,Amusement Park/Sports & Entertainment,,22.539036,114.067965,,00:00,24:00,,2.0,3.5,0.0,,,,
Shenzhen,Lizhi Park,,Park,,22.551843,114.108658,,05:30,23:00,,2.0,3.0,0.0,,,,
Shenzhen,Dongchong,,Natural Scenery,,22.495454,114.59069,,09:00,19:00,,1.5,2.0,0.0,,,,
Shenzhen,OCT National Wetland Park,,Park,,22.533806,113.989416,,09:30,17:00,,2.5,4.0,0.0,,,,
Shenzhen,Japanese Invasion Bunker,,Historical Sites,,22.77931,113.855686,,09:00,21:00,,0.5,1.5,0.0,,,,
Shenzhen,Dameisha Sailing and Yacht Club,,Amusement Park/Sports & Entertainment,,22.602864,114.317822,,00:00,24:00,,0.5,1.0,0.0,,,,
Shenzhen,Nantou Ancient City Museum,,Museum/Memorial Hall,,22.546714,113.926466,,10:00,17:00,,2.0,3.0,0.0,,,,
Shenzhen,Shenzhen Heartbreak Museum (Dongmen Old Street Flagship Store),,Museum/Memorial Hall,,22.551553,114.125424,,10:00,22:00,,2.0,3.5,138.0,,,,
Shenzhen,Shenzhen Bay Sports Center,,Amusement Park/Sports & Entertainment,,22.52418,113.956211,,09:30,22:30,,1.5,2.0,0.0,photo_spot;night_hotspot,medium,low,weekend;holiday;evening;summer
