origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index,sample_id
Beijing,Shenzhen,2025-11-17,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-17 16:20:00,2025-11-17 18:40:00,140,MU5349,China Eastern Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,894,2,428,92
Beijing,Shenzhen,2025-11-17,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-17 19:30:00,2025-11-17 23:00:00,210,HU7713,Hainan Airlines | Hainan Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,1000,1,417,92
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 06:25:00,2025-11-18 10:10:00,225,CA1393,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,830,1,406,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 06:25:00,2025-11-18 10:10:00,225,ZH1393,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,830,1,405,107
Beijing,Shenzhen,2025-11-18,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-18 06:55:00,2025-11-18 11:55:00,300,DZ6210,Donghai Airlines,Economy,Sufficient,737-800,Medium Aircraft,Boeing,800,1,404,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 08:30:00,2025-11-18 11:55:00,205,GS5701,Hainan Airlines | Tianjin Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,1000,1,414,107
Beijing,Shenzhen,2025-11-18,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-18 09:00:00,2025-11-18 12:20:00,200,CZ3156,China Southern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1020,1,416,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 09:30:00,2025-11-18 12:50:00,200,HU7703,Hainan Airlines | Hainan Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,1000,1,415,107
Beijing,Shenzhen,2025-11-18,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2025-11-18 11:00:00,2025-11-18 14:35:00,215,CZ3168,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,889,1,408,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SHA,Hongqiao International Airport,2025-11-18 13:00:00,2025-11-18 15:05:00,125,MU5112,China Eastern Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,894,1,428,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 14:30:00,2025-11-18 17:55:00,205,HU7709,Hainan Airlines | Hainan Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,900,1,412,107
Beijing,Shenzhen,2025-11-18,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-18 16:20:00,2025-11-18 18:40:00,140,MU5349,China Eastern Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,894,2,428,107
Beijing,Shenzhen,2025-11-18,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2025-11-18 19:30:00,2025-11-18 23:00:00,210,HU7713,Hainan Airlines | Hainan Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,1000,1,417,107
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:30:00,2026-04-30 10:10:00,220,CA1393,Air China,Business Class,Sufficient,330,Large Aircraft,Airbus,2190,2,429,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:30:00,2026-04-30 10:10:00,220,CA1393,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,1170,1,429,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:30:00,2026-04-30 10:10:00,220,ZH1393,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1830,1,430,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,CA3412,Air China,Business Class,Sufficient,320,Medium Aircraft,Airbus,9860,2,431,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,CA3412,Air China,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,431,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,KY9118,Kunming Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,432,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,SC9148,Shandong Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,433,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,ZH9112,Shenzhen Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,2500,2,434,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 06:40:00,2026-04-30 11:40:00,300,ZH9112,Shenzhen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,434,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 07:15:00,2026-04-30 10:35:00,200,KN5857,China United Airlines,Business Class,Sufficient,737,Medium Aircraft,Boeing,1500,2,509,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 07:15:00,2026-04-30 10:35:00,200,KN5857,China United Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,1150,1,509,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 07:15:00,2026-04-30 10:35:00,200,MU8199,China Eastern Airlines,Business Class,Sufficient,737,Medium Aircraft,Boeing,5000,2,510,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 07:15:00,2026-04-30 10:35:00,200,MU8199,China Eastern Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,1240,1,510,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,CA3414,Air China,Business Class,Sufficient,321,Medium Aircraft,Airbus,9860,2,435,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,CA3414,Air China,Economy,Sufficient,321,Medium Aircraft,Airbus,1830,1,435,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,KY9120,Kunming Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1830,1,436,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,SC9150,Shandong Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1830,1,437,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,TV6494,Tibet Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1830,1,438,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,ZH9114,Shenzhen Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,2150,2,439,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 07:30:00,2026-04-30 11:15:00,225,ZH9114,Shenzhen Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1360,1,439,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 07:55:00,2026-04-30 12:40:00,285,DZ6210,Donghai Airlines,Business Class,Sufficient,737,Medium Aircraft,Boeing,1930,2,511,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 07:55:00,2026-04-30 12:40:00,285,DZ6210,Donghai Airlines,Economy,Sufficient,737,Medium Aircraft,Boeing,1180,1,511,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,3U1074,Sichuan Airlines,Business Class,Sufficient,330,Large Aircraft,Airbus,7990,2,512,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,3U1074,Sichuan Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1400,1,512,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,CZ3194,China Southern Airlines,Business Class,Sufficient,330,Large Aircraft,Airbus,2190,2,513,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,CZ3194,China Southern Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1400,1,513,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,MF1093,Xiamen Airlines,Business Class,Sufficient,330,Large Aircraft,Airbus,4980,2,514,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,MF1093,Xiamen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1410,1,514,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:20:00,200,MU3021,China Eastern Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1490,1,515,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:25:00,205,CA1331,Air China,Business Class,Sufficient,330,Large Aircraft,Airbus,3100,2,440,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:25:00,205,CA1331,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,1260,1,440,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:00:00,2026-04-30 11:25:00,205,ZH1331,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1830,1,441,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:50:00,200,HU7701,Hainan Airlines | Hainan Airlines,Business Class,Sufficient,787,Large Aircraft,Boeing,4650,2,442,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:50:00,200,HU7701,Hainan Airlines | Hainan Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,1390,1,442,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:55:00,205,CA1375,Air China,Business Class,Sufficient,350,Large Aircraft,Airbus,3100,2,443,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:55:00,205,CA1375,Air China,Economy,Sufficient,350,Large Aircraft,Airbus,1260,1,443,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 08:30:00,2026-04-30 11:55:00,205,ZH1375,Shenzhen Airlines,Economy,Sufficient,350,Large Aircraft,Airbus,1830,1,444,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:20:00,200,3U1054,Sichuan Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,7990,2,516,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:20:00,200,3U1054,Sichuan Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1900,1,516,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:20:00,200,CZ3156,China Southern Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,2290,2,517,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:20:00,200,CZ3156,China Southern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1570,1,517,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:20:00,200,MF1062,Xiamen Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,4980,2,518,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:20:00,200,MF1062,Xiamen Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1580,1,518,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:25:00,205,MU6295,China Eastern Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,1590,2,519,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:25:00,205,MU6295,China Eastern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1290,1,519,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:35:00,215,CA1367,Air China,Business Class,Sufficient,350,Large Aircraft,Airbus,3100,2,445,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:35:00,215,CA1367,Air China,Economy,Sufficient,350,Large Aircraft,Airbus,1360,1,445,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:00:00,2026-04-30 12:35:00,215,ZH1367,Shenzhen Airlines,Economy,Sufficient,350,Large Aircraft,Airbus,1830,1,446,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,CA3576,Air China,Business Class,Sufficient,320,Medium Aircraft,Airbus,9860,2,447,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,CA3576,Air China,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,447,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,KY9122,Kunming Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,448,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,SC9152,Shandong Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,449,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,TV6496,Tibet Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1830,1,450,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,ZH9116,Shenzhen Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,2290,2,451,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:20:00,2026-04-30 12:50:00,210,ZH9116,Shenzhen Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1620,1,451,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:30:00,2026-04-30 12:45:00,195,HU7703,Hainan Airlines | Hainan Airlines,Business Class,Sufficient,787,Large Aircraft,Boeing,2880,2,452,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 09:30:00,2026-04-30 12:45:00,195,HU7703,Hainan Airlines | Hainan Airlines,Economy,Sufficient,787,Large Aircraft,Boeing,1300,1,452,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,3U1072,Sichuan Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,7990,2,520,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,3U1072,Sichuan Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1400,1,520,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,CZ3192,China Southern Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,2690,2,521,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,CZ3192,China Southern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1260,1,521,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,MF1091,Xiamen Airlines,Business Class,Sufficient,321,Medium Aircraft,Airbus,4980,2,522,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,MF1091,Xiamen Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1410,1,522,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:10:00,190,MU3020,China Eastern Airlines,Economy,Sufficient,321,Medium Aircraft,Airbus,1490,1,523,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:25:00,205,CA1383,Air China,Business Class,Sufficient,330,Large Aircraft,Airbus,3650,2,453,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:25:00,205,CA1383,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,1360,1,453,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:00:00,2026-04-30 13:25:00,205,ZH1383,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1830,1,454,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:40:00,2026-04-30 14:25:00,225,CA1313,Air China,Business Class,Sufficient,330,Large Aircraft,Airbus,3430,2,455,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:40:00,2026-04-30 14:25:00,225,CA1313,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,1360,1,455,
Beijing,Shenzhen,2026-04-30,PEK,Beijing Capital International Airport,SZX,Bao'an International Airport,2026-04-30 10:40:00,2026-04-30 14:25:00,225,ZH1313,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,1830,1,456,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 11:00:00,2026-04-30 14:25:00,205,3U1060,Sichuan Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,7990,2,524,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 11:00:00,2026-04-30 14:25:00,205,3U1060,Sichuan Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1900,1,524,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 11:00:00,2026-04-30 14:25:00,205,CZ3168,China Southern Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,3660,2,525,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 11:00:00,2026-04-30 14:25:00,205,CZ3168,China Southern Airlines,Economy,Sufficient,320,Medium Aircraft,Airbus,1570,1,525,
Beijing,Shenzhen,2026-04-30,PKX,Beijing Daxing International Airport,SZX,Bao'an International Airport,2026-04-30 11:00:00,2026-04-30 14:25:00,205,HO7363,Juneyao Airlines,Business Class,Sufficient,320,Medium Aircraft,Airbus,8010,2,526,
